Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Brazzaville CH R32,W vs Momo Kassa,84.6%,88.5%,66.7%,86.5%,93.3%,100.0%,100.0%,96.7%,50.0%,57.1%,-,80.0%,80.0%,50.0%,59
2022 Amersfoort CH R32,W vs Skatov,29.9%,47.1%,58.9%,37.0%,38.3%,59.6%,55.2%,51.5%,47.1%,63.3%,50.0%,22.9%,37.1%,63.0%,102
Career (2 matches),,42.5%,56.6%,59.3%,48.4%,51.6%,69.4%,56.7%,62.4%,48.0%,62.2%,50.0%,35.6%,46.7%,62.1%,99
