Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 Hong Kong R32,L vs Yuan,0.88,0.63,46.3,2.2,6.3%,53.1%,0.0%,53.3%,34.5%,32.0%
2024 Miami R128,L vs Badosa,0.87,0.79,51.1,6.0,8.2%,59.2%,2.1%,52.1%,32.6%,48.7%
2022 US Open R128,L vs Snigur,0.71,0.77,52.5,2.1,0.0%,48.7%,8.6%,62.9%,43.6%,54.5%
2022 Cincinnati R64,W vs Potapova,1.10,1.14,75.9,2.5,2.1%,61.7%,0.0%,43.5%,46.2%,52.0%
2022 Toronto F,W vs Haddad Maia,1.17,1.26,58.2,3.2,2.3%,63.6%,2.4%,53.7%,51.2%,37.5%
2022 Toronto SF,W vs Pegula,1.17,1.20,65.4,5.2,1.9%,51.9%,0.0%,54.2%,46.7%,50.0%
2022 Toronto QF,W vs Gauff,1.18,1.29,61.2,2.2,4.8%,52.4%,2.5%,50.0%,51.2%,55.3%
2022 Toronto R16,W vs Teichmann,1.08,1.73,53.2,2.1,3.3%,73.3%,3.8%,69.2%,38.9%,52.9%
2022 Toronto R32,W vs Zhang,1.13,1.55,42.8,2.0,10.7%,60.7%,3.8%,61.5%,60.0%,46.4%
2022 Toronto R64,W vs Vekic,1.02,2.68,32.1,2.1,15.0%,85.0%,5.3%,68.4%,65.4%,56.0%
2022 Washington R32,W vs Bucsa,1.09,1.53,44.6,2.0,6.3%,71.9%,7.7%,50.0%,56.7%,50.0%
2022 Wimbledon SF,L vs Rybakina,0.79,0.57,39.4,2.0,0.0%,64.7%,0.0%,42.4%,28.0%,39.1%
2022 Wimbledon QF,W vs Anisimova,1.33,1.90,35.8,2.2,7.1%,75.0%,3.8%,61.5%,46.2%,43.5%
2022 Wimbledon R16,W vs Badosa,0.90,2.34,41.2,2.2,5.0%,75.0%,11.1%,83.3%,50.0%,59.3%
2022 Wimbledon R32,W vs Frech,1.25,1.94,32.9,2.0,8.7%,73.9%,5.3%,52.6%,60.7%,50.0%
2022 Wimbledon R64,W vs Flipkens,1.13,1.38,49.3,3.6,2.9%,55.9%,0.0%,61.3%,44.4%,58.1%
2022 Wimbledon R128,W vs Muchova,1.12,2.56,37.3,2.4,0.0%,72.7%,0.0%,84.2%,50.0%,50.0%
2022 Bad Homburg QF,W vs Anisimova,1.11,2.13,35.6,2.0,22.7%,77.3%,18.2%,63.6%,52.2%,61.9%
2022 Bad Homburg R16,W vs Zidansek,0.94,1.94,41.6,2.0,4.5%,72.7%,15.8%,73.7%,41.4%,69.0%
2022 Bad Homburg R32,W vs Siniakova,1.01,1.14,73.0,15.1,7.8%,52.9%,2.2%,55.6%,51.9%,51.0%
2024 (2 matches),,0.87,0.72,49.2,3.2,7.4%,56.8%,1.3%,52.6%,33.3%,42.2%
2022 (49 matches),,1.03,1.30,52.6,2.5,4.6%,61.6%,4.1%,60.0%,49.2%,50.1%
2021 (33 matches),,1.04,1.20,54.8,2.6,3.4%,59.2%,3.9%,59.1%,48.0%,46.5%
2020 (24 matches),,1.06,1.27,59.7,2.7,4.3%,58.4%,2.1%,58.0%,47.7%,52.2%
2019 (63 matches),,1.05,1.22,57.6,2.6,2.9%,59.7%,1.5%,57.1%,47.1%,49.4%
Career (593 matches),,1.04,1.20,55.3,2.6,3.1%,58.7%,2.3%,57.9%,47.1%,49.1%
