Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Hong Kong R32,L vs Yuan,0.0%,-,8.6%,80.0%,10.1%,22.2%,0.0%,9.4%,33.3%,2.3%,20.0%,-48,-52
2024 Miami R128,L vs Badosa,0.0%,-,2.2%,100.0%,11.6%,10.7%,0.0%,8.7%,9.1%,0.0%,-,-49,-5
2022 US Open R128,L vs Snigur,0.0%,-,1.4%,50.0%,9.8%,12.5%,0.0%,9.4%,29.4%,0.0%,-,-49,-43
2022 Cincinnati R64,W vs Potapova,0.0%,-,4.1%,87.5%,9.8%,18.2%,0.0%,6.9%,19.2%,0.2%,0.0%,-54,-54
2022 Toronto F,W vs Haddad Maia,0.0%,-,4.8%,75.0%,5.0%,10.8%,0.0%,7.2%,14.8%,0.0%,-,-111,-76
2022 Toronto SF,W vs Pegula,0.0%,-,6.4%,66.7%,6.1%,13.3%,0.0%,11.4%,20.0%,0.2%,0.0%,-78,-46
2022 Toronto QF,W vs Gauff,0.0%,-,4.3%,100.0%,9.6%,26.9%,0.0%,11.1%,13.0%,0.0%,-,-99,-61
2022 Toronto R16,W vs Teichmann,0.0%,-,4.8%,83.3%,11.7%,13.3%,14.3%,8.2%,25.0%,0.0%,-,-59,-43
2022 Toronto R32,W vs Zhang,0.0%,-,0.9%,100.0%,4.5%,9.1%,0.0%,9.0%,23.1%,0.0%,-,-91,-27
2022 Toronto R64,W vs Vekic,0.0%,-,7.8%,57.1%,22.9%,21.1%,0.0%,13.0%,33.3%,0.0%,-,-69,-5
2022 Washington R32,W vs Bucsa,0.0%,-,3.4%,50.0%,11.5%,11.1%,0.0%,13.7%,57.1%,0.0%,-,-4,22
2022 Wimbledon SF,L vs Rybakina,0.0%,-,9.6%,100.0%,13.6%,22.7%,0.0%,9.5%,33.3%,0.5%,0.0%,-35,-17
2022 Wimbledon QF,W vs Anisimova,0.0%,-,4.9%,80.0%,7.3%,23.1%,0.0%,12.8%,25.0%,0.0%,-,-121,-67
2022 Wimbledon R16,W vs Badosa,0.0%,-,2.2%,100.0%,12.4%,22.6%,0.0%,13.8%,37.5%,0.0%,-,-56,-28
2022 Wimbledon R32,W vs Frech,0.0%,-,15.6%,80.0%,10.0%,9.1%,0.0%,12.3%,20.0%,0.5%,0.0%,6,27
2022 Wimbledon R64,W vs Flipkens,0.0%,-,12.9%,70.6%,8.5%,17.9%,0.0%,6.9%,18.2%,0.4%,100.0%,-36,-3
2022 Wimbledon R128,W vs Muchova,0.0%,-,9.5%,77.8%,12.1%,22.7%,0.0%,17.8%,50.0%,0.0%,-,-33,-6
2022 Bad Homburg QF,W vs Anisimova,0.0%,-,2.3%,100.0%,18.5%,30.0%,0.0%,26.9%,100.0%,0.0%,-,-4,109
2022 Bad Homburg R16,W vs Zidansek,0.0%,-,11.1%,72.7%,20.3%,16.0%,33.3%,10.7%,50.0%,0.0%,-,76,86
2022 Bad Homburg R32,W vs Siniakova,0.0%,-,4.6%,66.7%,18.5%,22.0%,50.0%,7.5%,14.3%,0.3%,100.0%,-63,-30
Last 52 Weeks (1 matches),,0.0%,-,8.6%,80.0%,10.1%,22.2%,0.0%,9.4%,33.3%,2.3%,20.0%,-48,-52
Career (476 matches),,0.1%,66.7%,5.7%,71.1%,11.1%,15.4%,15.7%,8.3%,22.1%,0.4%,35.2%,-45,-35
