Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,406,275,131,67.7%,579-321,64.3%,4572-3670,55.5%,42-33,56.0%,353,69.4%,43.9%,3.0%,4.6%,65.2%,63.1%,47.6%,57.7%,47.0%,52.2%,1.11
Clay,199,145,54,72.9%,307-138,69.0%,2340-1635,58.9%,12-20,37.5%,183,70.5%,51.5%,2.7%,4.0%,67.0%,63.2%,47.5%,58.0%,49.5%,53.7%,1.18
Grass,65,47,18,72.3%,104-41,71.7%,775-538,59.0%,5-7,41.7%,64,75.0%,48.3%,4.0%,4.6%,64.1%,67.2%,49.8%,60.9%,46.9%,53.8%,1.20
Carpet,3,0,3,0.0%,0-6,0.0%,21-37,36.2%,0-1,0.0%,3,-,-,2.1%,6.8%,60.7%,56.9%,46.7%,52.9%,32.3%,43.3%,0.69
Grand Slams,156,112,44,71.8%,243-117,67.5%,1870-1389,57.4%,14-15,48.3%,146,71.8%,48.5%,3.3%,3.7%,66.0%,64.6%,47.7%,58.8%,47.9%,53.2%,1.16
Premiers,235,160,75,68.1%,338-177,65.6%,2628-2061,56.0%,26-14,65.0%,222,68.9%,45.5%,2.9%,4.6%,66.2%,62.6%,47.9%,57.6%,47.6%,52.5%,1.12
Internationals,134,94,40,70.1%,194-90,68.3%,1475-1070,58.0%,9-10,47.4%,115,72.3%,50.7%,3.2%,5.6%,62.5%,64.5%,46.8%,57.9%,48.8%,53.3%,1.16
Finals,42,24,18,57.1%,55-44,55.6%,484-435,52.7%,7-7,50.0%,38,64.4%,39.9%,2.4%,4.0%,68.9%,61.0%,46.0%,56.4%,45.3%,50.9%,1.04
Semi-finals,65,41,24,63.1%,88-56,61.1%,724-590,55.1%,3-8,27.3%,56,64.0%,45.9%,2.7%,4.3%,66.6%,62.2%,45.6%,56.7%,47.7%,52.1%,1.10
Quarter-finals,95,64,31,67.4%,136-70,66.0%,1052-795,57.0%,10-7,58.8%,88,69.6%,44.6%,3.0%,4.5%,66.6%,62.4%,48.4%,57.7%,47.6%,52.6%,1.13
vs Righties,610,422,188,69.2%,893-458,66.1%,6956-5326,56.6%,55-56,49.5%,545,70.5%,46.2%,2.9%,4.4%,65.8%,63.4%,47.6%,58.0%,47.6%,52.7%,1.13
vs Lefties,57,40,17,70.2%,86-45,65.6%,677-504,57.3%,3-5,37.5%,53,67.4%,47.1%,3.5%,4.5%,64.5%,64.1%,50.3%,59.2%,48.0%,53.4%,1.18
vs Top 10,102,45,57,44.1%,103-126,45.0%,1029-1076,48.9%,6-13,31.6%,92,63.2%,36.6%,2.3%,4.3%,66.1%,59.7%,43.9%,54.3%,43.2%,48.8%,0.95
