Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Hong Kong R32,L vs Yuan,4.5,4.8,4.2,47.2%,44.4%,33.3%,44.4%,55.8%,7.4%,2.5,2.3,3.0,3.5
2024 Miami R128,L vs Badosa,3.9,3.8,3.9,42.3%,46.5%,70.8%,60.0%,56.0%,6.5%,11.5,7.7,3.5,3.0
2022 US Open R128,L vs Snigur,5.5,5.4,5.5,53.3%,52.6%,53.8%,45.5%,44.1%,2.5%,7.0,4.6,5.5,2.9
2022 Cincinnati R64,W vs Potapova,4.9,5.0,4.9,54.2%,53.5%,39.3%,46.4%,47.3%,2.3%,12.0,6.1,-1.5,-0.7
2022 Toronto F,W vs Haddad Maia,6.0,6.0,6.0,43.5%,55.3%,56.7%,61.3%,54.6%,1.0%,8.0,3.3,3.5,1.8
2022 Toronto SF,W vs Pegula,5.1,4.8,5.5,47.1%,47.6%,61.8%,53.8%,54.1%,4.8%,5.0,2.3,16.0,9.1
2022 Toronto QF,W vs Gauff,4.3,4.2,4.3,52.6%,53.5%,51.7%,45.5%,51.1%,3.7%,9.5,6.9,12.5,9.6
2022 Toronto R16,W vs Teichmann,5.0,5.5,4.6,52.4%,73.1%,44.4%,63.2%,55.7%,0.8%,20.5,13.4,5.5,4.6
2022 Toronto R32,W vs Zhang,3.9,3.7,4.1,60.9%,44.4%,53.8%,75.0%,46.7%,0.0%,7.0,8.6,0.5,0.5
2022 Toronto R64,W vs Vekic,3.9,3.8,4.0,61.1%,83.3%,72.7%,71.4%,53.7%,2.9%,13.0,17.1,13.0,19.4
2022 Washington R32,W vs Bucsa,4.3,3.9,4.6,52.5%,69.0%,45.5%,66.7%,47.9%,3.6%,5.0,4.9,16.0,15.0
2022 Wimbledon SF,L vs Rybakina,4.2,4.7,3.4,35.6%,58.6%,50.0%,55.6%,51.3%,5.2%,5.5,5.8,10.0,11.2
2022 Wimbledon QF,W vs Anisimova,3.8,4.1,3.6,61.3%,59.1%,36.4%,50.0%,46.8%,11.0%,5.5,8.2,5.5,7.7
2022 Wimbledon R16,W vs Badosa,5.1,4.9,5.3,51.1%,82.4%,76.5%,71.4%,61.0%,1.2%,15.0,11.9,12.5,15.4
2022 Wimbledon R32,W vs Frech,5.2,4.4,5.8,57.4%,68.4%,58.3%,55.6%,54.2%,11.1%,12.0,10.4,4.5,5.2
2022 Wimbledon R64,W vs Flipkens,4.5,4.4,4.5,57.6%,51.4%,41.2%,64.3%,39.8%,4.8%,7.5,8.0,5.0,3.7
2022 Wimbledon R128,W vs Muchova,4.0,4.1,3.9,58.5%,76.2%,57.1%,57.1%,57.7%,9.1%,13.0,14.8,10.5,17.8
2022 Bad Homburg QF,W vs Anisimova,2.6,2.5,2.7,65.6%,63.2%,66.7%,0.0%,47.1%,4.4%,4.5,11.5,12.5,29.1
2022 Bad Homburg R16,W vs Zidansek,3.6,3.8,3.5,65.1%,65.2%,33.3%,57.1%,62.0%,10.5%,16.0,17.6,7.5,15.0
2022 Bad Homburg R32,W vs Siniakova,4.2,3.7,4.6,51.5%,54.5%,45.2%,75.0%,51.6%,7.4%,18.5,11.1,15.5,10.3
Last 52 Weeks (1 matches),,4.5,4.8,4.2,47.2%,44.4%,33.3%,44.4%,55.8%,7.4%,2.5,2.3,3.0,3.5
Career (476 matches),,4.6,4.6,4.7,53.5%,53.1%,52.7%,54.8%,52.5%,5.4%,9.7,7.1,5.3,4.5
