Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Hong Kong R32,L vs Yuan,16.1%,24.2%,45.1%,21.1%,28.9%,46.7%,38.1%,29.4%,50.0%,8.7%,17.4%,42.9%,66.7%,21.4%,0.0%,-54
2024 Miami R128,L vs Badosa,22.7%,23.7%,49.2%,27.9%,29.5%,59.1%,54.8%,33.3%,50.0%,19.2%,19.2%,28.6%,33.3%,5.9%,0.0%,41
2022 US Open R128,L vs Snigur,16.2%,24.3%,49.2%,20.0%,32.0%,50.0%,52.0%,32.0%,14.3%,9.5%,9.5%,47.4%,90.0%,9.1%,0.0%,-23
2022 Cincinnati R64,W vs Potapova,14.0%,23.7%,47.4%,15.8%,28.1%,58.3%,40.7%,26.7%,33.3%,12.5%,18.8%,28.6%,86.7%,29.4%,50.0%,9
2022 Toronto F,W vs Haddad Maia,18.8%,22.4%,56.7%,24.6%,26.3%,55.8%,73.3%,7.4%,0.0%,10.5%,21.1%,58.8%,66.7%,15.4%,0.0%,-36
2022 Toronto SF,W vs Pegula,17.6%,18.6%,48.6%,19.0%,20.6%,51.0%,28.1%,19.4%,16.7%,20.7%,20.7%,43.5%,63.6%,11.1%,0.0%,58
2022 Toronto QF,W vs Gauff,19.5%,24.4%,44.8%,27.5%,31.4%,45.9%,55.0%,25.8%,33.3%,8.7%,17.4%,42.9%,88.2%,16.7%,50.0%,-44
2022 Toronto R16,W vs Teichmann,19.6%,25.0%,70.7%,20.5%,28.2%,77.4%,63.2%,30.0%,0.0%,23.1%,23.1%,50.0%,83.3%,14.3%,0.0%,84
2022 Toronto R32,W vs Zhang,33.3%,35.2%,45.5%,38.7%,41.9%,52.6%,76.9%,33.3%,-,30.0%,30.0%,35.7%,100.0%,16.7%,0.0%,53
2022 Toronto R64,W vs Vekic,30.8%,38.5%,78.3%,39.1%,52.2%,78.6%,54.5%,33.3%,-,25.0%,25.0%,77.8%,50.0%,16.7%,-,97
2022 Washington R32,W vs Bucsa,24.1%,31.0%,57.9%,42.3%,53.8%,53.3%,50.0%,35.7%,100.0%,11.5%,15.4%,60.9%,61.5%,30.8%,0.0%,-11
2022 Wimbledon SF,L vs Rybakina,11.9%,17.9%,56.0%,22.9%,34.3%,59.3%,36.8%,56.3%,75.0%,0.0%,0.0%,52.2%,80.0%,7.7%,0.0%,-119
2022 Wimbledon QF,W vs Anisimova,33.3%,38.9%,54.3%,37.5%,46.9%,40.0%,43.8%,25.0%,25.0%,28.6%,28.6%,73.3%,80.0%,9.1%,0.0%,-49
2022 Wimbledon R16,W vs Badosa,28.9%,34.2%,76.0%,52.6%,63.2%,77.8%,50.0%,55.6%,-,5.9%,5.9%,75.0%,50.0%,9.1%,0.0%,-58
2022 Wimbledon R32,W vs Frech,28.6%,42.9%,55.6%,32.1%,50.0%,57.9%,27.3%,41.2%,-,27.3%,36.4%,50.0%,50.0%,0.0%,0.0%,128
2022 Wimbledon R64,W vs Flipkens,23.1%,27.7%,50.0%,30.0%,37.5%,53.6%,23.8%,31.6%,0.0%,14.3%,14.3%,44.4%,0.0%,9.1%,0.0%,19
2022 Wimbledon R128,W vs Muchova,36.6%,43.9%,65.4%,41.4%,51.7%,64.7%,53.8%,37.5%,-,25.0%,25.0%,66.7%,75.0%,25.0%,-,-104
2022 Bad Homburg QF,W vs Anisimova,45.5%,54.5%,57.9%,55.6%,66.7%,75.0%,37.5%,54.5%,100.0%,41.7%,50.0%,28.6%,25.0%,25.0%,100.0%,197
2022 Bad Homburg R16,W vs Zidansek,34.1%,48.8%,61.5%,39.1%,56.5%,85.7%,91.7%,36.4%,-,29.4%,41.2%,33.3%,28.6%,20.0%,100.0%,-37
2022 Bad Homburg R32,W vs Siniakova,21.9%,31.3%,46.3%,32.8%,48.3%,59.0%,52.0%,33.3%,28.6%,6.7%,6.7%,28.6%,64.7%,46.2%,100.0%,-58
Last 52 Weeks (1 matches),,16.1%,24.2%,45.1%,21.1%,28.9%,46.7%,38.1%,29.4%,50.0%,8.7%,17.4%,42.9%,66.7%,21.4%,0.0%,-54
Career (476 matches),,21.1%,27.4%,50.5%,23.7%,31.6%,53.6%,35.0%,36.7%,37.0%,18.5%,21.9%,44.0%,50.4%,18.6%,11.7%,44
