Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Snigur,86.8,92.9,8.2,95.1,90.9,106,75,72.8,4.0,73.5,,82,66
2022 Wimbledon SF,L vs Rybakina,89.8,97.7,7.9,97.8,96.9,110,78,77.9,5.6,68.5,,88,66
2022 Wimbledon QF,W vs Anisimova,93.0,102.2,7.2,104.3,95.4,113,90,78.9,8.1,94.0,86.0,96,66
2022 Wimbledon R16,W vs Badosa,89.1,99.9,7.4,104.5,93.3,109,85,77.1,5.0,79.5,,86,67
2022 Wimbledon R32,W vs Frech,94.5,100.6,6.8,101.7,98.5,110,83,78.9,6.1,,,92,68
2022 Wimbledon R64,W vs Flipkens,93.0,100.5,6.6,104.1,98.3,110,88,78.0,4.5,84.0,86.0,86,69
2022 Wimbledon R128,W vs Muchova,92.8,98.9,6.1,99.0,101.0,108,83,78.2,3.1,,,86,74
2021 US Open R16,L vs Svitolina,91.9,97.7,3.9,98.7,93.9,105,86,76.6,6.3,86.5,,88,65
2021 US Open R32,W vs Rybakina,90.2,97.5,6.6,98.7,93.5,108,78,77.9,6.1,83.4,76.3,96,64
2021 US Open R64,W vs Kucova,92.9,99.6,4.4,100.2,97.0,108,90,81.4,6.5,90.5,75.0,96,71
2021 US Open R128,W vs Giorgi,94.8,100.7,4.8,102.5,96.9,109,90,86.6,4.6,91.5,,99,75
2019 US Open R64,L vs Townsend,88.1,91.5,6.6,92.8,89.6,106,81,79.9,3.8,81.0,82.3,89,74
2019 US Open R128,W vs Gibbs,85.9,90.9,7.3,91.0,92.6,103,72,73.5,6.2,73.8,75.0,87,61
2019 Wimbledon F,W vs Williams,94.2,98.0,5.8,103.7,102.0,108,83,82.2,3.1,,,88,77
2019 Wimbledon SF,W vs Svitolina,91.8,97.3,6.4,103.1,95.5,110,84,76.4,4.6,,82.0,85,68
2019 Wimbledon QF,W vs Zhang,92.2,96.1,5.4,99.5,94.4,106,82,78.8,3.5,,79.5,86,73
2019 Wimbledon R16,W vs Gauff,89.8,96.9,7.1,101.0,96.0,109,82,78.0,4.6,,79.0,87,70
2019 Wimbledon R32,W vs Azarenka,89.4,96.4,5.7,99.3,95.1,108,85,79.4,3.7,86.0,78.0,87,71
2019 Wimbledon R64,W vs Buzarnescu,90.0,94.8,7.1,97.9,95.7,110,82,78.0,4.7,75.0,79.0,89,67
2019 Wimbledon R128,W vs Sasnovich,89.0,94.1,6.3,96.3,91.8,106,74,79.8,4.4,81.0,82.5,87,70
Career (103 matches),,89.6,94.4,6.5,97.7,93.1,113,65,79.6,5.2,81.8,80.0,99,61
