Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,10,4,6,40.0%,11-13,45.8%,102-116,46.8%,0-1,0.0%,0,,,,,,,,,,,,QF (W100 Gran Canaria)
2023,30,13,17,43.3%,34-36,48.6%,323-323,50.0%,4-4,50.0%,0,,,,,,,,,,,,F (W25 Nairobi)
2022,60,35,25,58.3%,75-52,59.1%,620-506,55.1%,4-4,50.0%,3,62.1%,19.4%,1.2%,4.9%,70.4%,62.3%,47.9%,58.0%,38.5%,47.3%,0.92,W (W25 Blumenau-Gaspar)
2021,28,17,11,60.7%,37-24,60.7%,305-237,56.3%,1-1,50.0%,0,,,,,,,,,,,,W (W15 Heraklion)
2019,4,0,4,0.0%,3-8,27.3%,43-58,42.6%,0-1,0.0%,1,81.3%,18.8%,9.5%,2.9%,57.1%,71.7%,46.7%,61.0%,36.6%,49.0%,0.94,R32 (3x)
2018,44,23,21,52.3%,52-43,54.7%,456-412,52.5%,5-3,62.5%,0,,,,,,,,,,,,F (Bergamo $15K)
2017,22,10,12,45.5%,22-24,47.8%,205-206,49.9%,2-0,100.0%,0,,,,,,,,,,,,QF (4x)
2016,14,6,8,42.9%,16-18,47.1%,155-167,48.1%,5-1,83.3%,0,,,,,,,,,,,,SF (Alphen A D Rijn $10K)
2015,10,3,7,30.0%,7-15,31.8%,82-111,42.5%,0-1,0.0%,0,,,,,,,,,,,,QF (Kaarst $10K)
2014,2,1,1,50.0%,2-2,50.0%,16-23,41.0%,1-0,100.0%,0,,,,,,,,,,,,QF (Stuttgart Stammheim 10K)
Career,224,112,112,50.0%,259-235,52.4%,2307-2159,51.7%,22-16,57.9%,4,68.9%,19.1%,4.5%,4.1%,65.2%,65.5%,47.3%,59.2%,37.8%,48.0%,0.93,
