Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Isabella Shinikova [BUL],0,4,0.0%,0,0,0,-,2017,2023,0,,,,,,,,,,
4,Mandy Minella [LUX],0,4,0.0%,0,0,0,-,2018,2019,1,0.48,0.0%,11.1%,66.7%,54.2%,25.0%,44.4%,26.8%,37.5%,50.0%
3,Miriam Kolodziejova [CZE],3,0,100.0%,0,0,0,-,2017,2024,0,,,,,,,,,,
3,Dalila Jakupovic [SLO],0,3,0.0%,0,0,0,-,2016,2024,0,,,,,,,,,,
3,Julie Struplova [CZE],1,2,33.3%,0,0,0,-,2022,2023,0,,,,,,,,,,
3,Sinja Kraus [AUT],1,2,33.3%,2,1,1,50.0%,2021,2023,1,0.87,6.1%,7.1%,55.1%,61.1%,50.0%,56.1%,38.3%,66.7%,40.0%
3,Elsa Jacquemot [FRA],0,3,0.0%,0,0,0,-,2021,2022,0,,,,,,,,,,
3,Ana Sofia Sanchez [MEX],2,1,66.7%,2,1,1,50.0%,2018,2022,0,,,,,,,,,,
2,Nastasja Schunk [GER],1,1,50.0%,0,0,0,-,2021,2024,0,,,,,,,,,,
2,Jesika Maleckova [CZE],1,1,50.0%,0,0,0,-,2016,2024,0,,,,,,,,,,
2,Leolia Jeanjean [FRA],1,1,50.0%,0,0,0,-,2022,2024,1,0.83,3.0%,3.0%,62.1%,39.0%,40.0%,39.4%,50.0%,30.0%,36.4%
2,Aneta Kladivova [CZE],2,0,100.0%,0,0,0,-,2022,2024,0,,,,,,,,,,
2,Pemra Ozgen [TUR],0,2,0.0%,0,0,0,-,2015,2023,0,,,,,,,,,,
2,Lea Boskovic [CRO],0,2,0.0%,0,0,0,-,2022,2023,0,,,,,,,,,,
2,Fiona Ganz [SUI],2,0,100.0%,0,0,0,-,2022,2023,0,,,,,,,,,,
