Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Oldenzaal R32,W vs Visscher,1.17,1.46,56.5,2.0,-,60.9%,-,47.7%,70.8%,40.9%
2019 W15 Tbilisi R16,L vs Vlkovska,0.87,0.79,56.1,2.1,0.0%,51.3%,0.0%,48.6%,46.2%,44.7%
2019 W15 Tbilisi R32,W vs Shanidze,0.95,1.98,42.4,2.2,4.3%,73.9%,9.1%,68.2%,66.7%,52.9%
2019 W15 Antalya R32,W vs Helmi,0.98,1.27,57.5,2.3,4.5%,59.1%,0.0%,52.3%,55.9%,59.4%
2019 W15 Antalya QF,L vs Simmonds,0.96,0.48,31.8,2.0,0.0%,20.8%,0.0%,40.0%,36.8%,33.3%
2019 W15 Antalya R16,W vs Ibbou,1.05,1.87,40.9,2.2,3.8%,61.5%,0.0%,79.2%,56.5%,50.0%
2019 W15 Antalya R32,W vs Luikham,1.03,1.30,54.2,8.2,0.0%,58.1%,2.6%,65.8%,37.5%,60.5%
2019 W15 Antalya R16,L vs Mironova,0.95,0.54,44.9,2.7,0.0%,55.6%,0.0%,43.5%,23.3%,34.8%
2019 W15 Antalya R32,W vs Tokac,1.09,3.96,26.6,2.0,0.0%,81.3%,0.0%,78.6%,70.0%,76.5%
2019 W15 Antalya R16,L vs Dinu,0.96,0.67,46.9,2.4,-,25.7%,-,66.7%,30.8%,45.8%
2019 W15 Antalya R16,L vs Oz,0.83,0.65,42.0,4.0,0.0%,64.5%,3.3%,43.3%,45.5%,25.0%
2019 W15 Antalya R32,W vs Stoilkovska,0.92,1.71,39.8,2.2,4.8%,66.7%,0.0%,68.4%,76.7%,42.9%
2019 W15 Antalya Q2,W vs Bejenaru,1.13,1.30,53.1,2.2,0.0%,44.2%,0.0%,50.0%,58.8%,62.5%
2019 W15 Antalya R16,L vs Cuk,0.98,0.66,47.4,2.4,0.0%,44.0%,0.0%,30.4%,31.3%,55.6%
2019 W15 Antalya R32,W vs Hofer,0.93,1.28,54.6,2.2,2.4%,66.7%,0.0%,58.5%,60.0%,42.2%
2019 W15 Antalya R32,W vs Stamatova,0.95,1.11,93.5,9.0,2.2%,62.2%,2.4%,50.0%,42.0%,60.4%
2017 Antalya $15K SF,L vs Lukas,0.91,0.71,51.7,2.3,0.0%,50.0%,0.0%,37.0%,42.5%,44.7%
2017 Antalya $15K QF,W vs Chernyshova,1.11,1.14,61.9,9.6,0.0%,41.5%,2.6%,46.2%,58.0%,57.4%
2017 Antalya $15K R16,W vs Silich,1.15,1.18,72.7,3.3,0.0%,48.1%,0.0%,56.3%,45.7%,53.5%
2017 Antalya $15K R16,L vs Anshba,0.94,0.67,44.1,3.8,0.0%,48.5%,0.0%,33.3%,43.3%,40.7%
2019 (16 matches),,0.99,1.09,52.7,2.5,1.3%,55.5%,1.0%,54.6%,49.5%,49.8%
2017 (34 matches),,1.01,1.03,52.3,2.5,0.8%,51.1%,0.5%,51.0%,50.9%,49.0%
2016 (22 matches),,1.02,0.89,52.2,2.6,0.4%,48.6%,0.3%,47.1%,45.6%,45.2%
2015 (3 matches),,0.96,0.86,67.2,3.2,0.0%,51.6%,0.0%,46.1%,40.7%,50.9%
Career (75 matches),,1.01,0.99,53.1,2.5,0.8%,51.3%,0.5%,50.4%,48.6%,48.2%
