Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W15 Oldenzaal R32,W vs Visscher,35% (7/20),83% (5/6),2/5,1/3,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tbilisi R16,L vs Vlkovska,63% (5/8),80% (4/5),0/0,0/0,60% (9/15),2/4,2/3,- (0/0),- (0/0)
2019 W15 Tbilisi R32,W vs Shanidze,88% (7/8),71% (5/7),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Helmi,33% (7/21),50% (6/12),2/9,1/1,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya QF,L vs Simmonds,- (0/0),25% (1/4),0/0,0/0,42% (5/12),0/2,0/1,- (0/0),- (0/0)
2019 W15 Antalya R16,W vs Ibbou,73% (8/11),50% (4/8),2/4,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Luikham,77% (10/13),50% (5/10),2/2,1/1,70% (7/10),0/1,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,L vs Mironova,63% (5/8),50% (1/2),0/0,0/0,20% (1/5),1/3,0/1,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Tokac,86% (6/7),75% (6/8),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,L vs Dinu,43% (3/7),33% (1/3),0/0,0/0,69% (11/16),0/2,0/1,- (0/0),- (0/0)
2019 W15 Antalya R16,L vs Oz,71% (5/7),50% (3/6),1/1,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Stoilkovska,75% (6/8),40% (6/15),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya Q2,W vs Bejenaru,33% (4/12),73% (8/11),2/7,1/1,60% (9/15),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,L vs Cuk,33% (2/6),43% (3/7),0/0,0/0,50% (6/12),1/3,1/2,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Hofer,61% (11/18),47% (7/15),2/7,1/4,50% (2/4),0/1,0/0,20% (1/5),40% (2/5)
2019 W15 Antalya R32,W vs Stamatova,73% (8/11),47% (7/15),2/4,1/2,45% (5/11),0/1,0/0,80% (4/5),75% (3/4)
2017 Antalya $15K SF,L vs Lukas,44% (4/9),38% (3/8),0/0,0/0,0% (0/6),0/2,0/1,- (0/0),- (0/0)
2017 Antalya $15K QF,W vs Chernyshova,50% (4/8),47% (9/19),2/2,1/1,47% (7/15),0/1,0/0,- (0/0),- (0/0)
2017 Antalya $15K R16,W vs Silich,37% (7/19),50% (5/10),2/2,1/1,55% (6/11),1/1,0/0,67% (6/9),73% (8/11)
2017 Antalya $15K R16,L vs Anshba,50% (3/6),38% (3/8),0/0,0/0,42% (5/12),3/5,2/3,- (0/0),- (0/0)
2019 (16 matches),,57.0%,53.7%,45.7%,55.6%,58.0%,21.1%,33.3%,50.0%,55.6%
2017 (34 matches),,51.1%,50.3%,59.7%,51.4%,51.6%,48.5%,50.0%,44.1%,55.3%
2016 (22 matches),,51.6%,52.3%,54.8%,57.1%,47.9%,42.3%,39.1%,60.0%,80.0%
2015 (3 matches),,48.5%,46.4%,50.0%,33.3%,45.7%,44.4%,33.3%,-,-
Career (75 matches),,52.5%,51.3%,53.8%,52.9%,51.4%,42.6%,43.3%,48.1%,59.6%
