Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Oldenzaal R32,W vs Visscher,56% (5/9),100% (5/5),2/2,70% (7/10),57% (4/7),2/5,2/2,0/0,1/1,0/0
2019 W15 Tbilisi R16,L vs Vlkovska,36% (4/11),100% (4/4),3/4,64% (7/11),14% (1/7),4/4,0/0,2/4,0/0,2/3
2019 W15 Tbilisi R32,W vs Shanidze,71% (5/7),100% (5/5),1/1,25% (2/8),50% (1/2),4/4,1/1,0/0,1/1,0/0
2019 W15 Antalya R32,W vs Helmi,89% (8/9),75% (6/8),1/3,40% (4/10),25% (1/4),2/5,1/2,0/0,1/1,0/0
2019 W15 Antalya QF,L vs Simmonds,33% (2/6),50% (1/2),1/5,100% (7/7),0% (0/7),0/1,0/0,0/2,0/0,0/1
2019 W15 Antalya R16,W vs Ibbou,57% (4/7),100% (4/4),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2019 W15 Antalya R32,W vs Luikham,58% (7/12),71% (5/7),1/2,38% (5/13),40% (2/5),5/5,2/2,0/1,1/1,0/0
2019 W15 Antalya R16,L vs Mironova,20% (2/10),50% (1/2),0/3,44% (4/9),0% (0/4),0/1,0/0,1/2,0/0,0/0
2019 W15 Antalya R32,W vs Tokac,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),4/4,0/0,0/0,0/0,0/0
2019 W15 Antalya R16,L vs Dinu,25% (2/8),50% (1/2),0/4,88% (7/8),29% (2/7),0/1,0/0,0/1,0/0,0/0
2019 W15 Antalya R16,L vs Oz,36% (4/11),75% (3/4),0/5,60% (6/10),17% (1/6),2/2,0/0,0/0,0/0,0/0
2019 W15 Antalya R32,W vs Stoilkovska,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),5/6,2/2,0/0,1/1,0/0
2019 W15 Antalya Q2,W vs Bejenaru,80% (8/10),100% (8/8),4/6,80% (8/10),25% (2/8),3/6,0/2,0/0,0/0,0/0
2019 W15 Antalya R16,L vs Cuk,56% (5/9),60% (3/5),2/5,88% (7/8),14% (1/7),1/3,0/0,0/1,0/0,0/0
2019 W15 Antalya R32,W vs Hofer,69% (9/13),78% (7/9),0/2,15% (2/13),0% (0/2),5/6,1/1,2/2,0/0,0/0
2019 W15 Antalya R32,W vs Stamatova,64% (9/14),78% (7/9),3/6,50% (7/14),14% (1/7),3/7,1/1,0/0,0/0,0/0
2017 Antalya $15K SF,L vs Lukas,56% (5/9),60% (3/5),2/4,60% (6/10),0% (0/6),0/3,0/0,0/2,0/0,0/1
2017 Antalya $15K QF,W vs Chernyshova,83% (10/12),90% (9/10),5/7,75% (9/12),11% (1/9),4/8,1/1,0/1,0/0,0/0
2017 Antalya $15K R16,W vs Silich,50% (6/12),83% (5/6),3/4,67% (8/12),38% (3/8),3/5,0/1,1/1,0/1,0/0
2017 Antalya $15K R16,L vs Anshba,44% (4/9),75% (3/4),1/6,80% (8/10),13% (1/8),1/3,0/1,0/1,0/0,0/1
2019 (16 matches),,57.7%,83.7%,38.8%,50.0%,23.7%,68.8%,80.0%,38.5%,100.0%,50.0%
2017 (34 matches),,61.3%,80.8%,43.8%,60.3%,21.8%,55.6%,63.3%,52.0%,61.5%,50.0%
2016 (22 matches),,49.0%,80.0%,33.3%,62.2%,12.3%,46.4%,40.0%,30.0%,75.0%,11.1%
2015 (3 matches),,54.3%,68.4%,44.4%,60.0%,9.5%,54.5%,-,50.0%,-,0.0%
Career (75 matches),,56.7%,80.6%,39.6%,58.7%,18.6%,56.3%,63.6%,41.7%,73.9%,34.6%
