Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,11,6,5,54.5%,12-11,52.2%,111-104,51.6%,2-2,50.0%,1,60.0%,20.0%,10.2%,3.4%,69.5%,65.9%,44.4%,59.3%,34.8%,46.4%,0.86,QF (2x)
2023,18,10,8,55.6%,23-17,57.5%,194-188,50.8%,4-2,66.7%,8,57.6%,37.1%,3.1%,8.5%,56.8%,64.6%,40.9%,54.3%,43.2%,49.0%,0.95,F (W60 Orlando FL)
2022,23,17,6,73.9%,32-14,69.6%,243-176,58.0%,4-2,66.7%,14,71.9%,40.7%,3.7%,5.9%,64.7%,65.1%,51.7%,60.4%,45.5%,52.5%,1.15,F (2x)
2021,12,10,2,83.3%,19-6,76.0%,136-85,61.5%,1-0,100.0%,7,64.4%,43.8%,4.6%,4.6%,66.4%,59.7%,52.0%,57.1%,46.5%,51.7%,1.08,W (W60 Rancho Santa Fe CA)
2019,7,5,2,71.4%,10-5,66.7%,78-63,55.3%,2-0,100.0%,3,41.9%,54.8%,4.3%,6.5%,62.6%,56.9%,32.6%,47.8%,52.4%,50.0%,1.00,SF (W100 Midland MI)
2018,10,8,2,80.0%,17-5,77.3%,123-80,60.6%,0-1,0.0%,2,75.0%,16.7%,1.3%,3.3%,63.6%,64.6%,56.4%,61.6%,37.7%,49.1%,0.98,W (Cagnes Sur Mer $100K)
2017,33,24,9,72.7%,47-22,68.1%,370-285,56.5%,8-4,66.7%,5,63.3%,36.7%,3.9%,2.3%,72.3%,61.6%,47.7%,57.7%,46.2%,51.5%,1.09,W (Padova $25K)
2016,25,18,7,72.0%,39-17,69.6%,287-210,57.7%,3-0,100.0%,2,71.4%,23.8%,6.4%,5.7%,63.6%,70.8%,45.1%,61.4%,39.1%,50.5%,1.01,W (Dothan AL $50K)
2015,48,32,16,66.7%,72-38,65.5%,564-433,56.6%,5-7,41.7%,0,,,,,,,,,,,,W (2x)
2014,43,28,15,65.1%,62-31,66.7%,472-363,56.5%,5-2,71.4%,0,,,,,,,,,,,,W (Perth 25K)
2013,58,46,12,79.3%,95-38,71.4%,716-491,59.3%,6-5,54.5%,0,,,,,,,,,,,,W (5x)
2012,5,3,2,60.0%,8-4,66.7%,66-50,56.9%,2-0,100.0%,0,,,,,,,,,,,,SF (Stockholm 10K)
2011,6,1,5,16.7%,5-9,35.7%,59-73,44.7%,0-1,0.0%,0,,,,,,,,,,,,R16 (Bastad 10K)
2010,2,1,1,50.0%,2-3,40.0%,20-25,44.4%,0-0,-,0,,,,,,,,,,,,R16 (Stockholm 10K)
Career,301,209,92,69.4%,443-220,66.8%,3439-2626,56.7%,42-26,61.8%,42,64.4%,38.4%,3.9%,5.7%,63.9%,63.3%,46.7%,57.3%,44.8%,50.9%,1.05,
