Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 US Open R128,L vs Swiatek,4.1,4.4,4.0,34.1%,25.0%,25.0%,20.0%,56.3%,5.5%,-11.0,-17.2,-3.5,-6.9
2023 s Hertogenbosch R32,L vs Krueger,2.9,2.9,2.9,36.0%,25.0%,28.6%,0.0%,60.7%,8.6%,-8.5,-16.0,-6.0,-20.7
2023 Roland Garros R64,L vs Wang,4.3,4.5,4.0,45.2%,41.3%,68.4%,50.0%,47.7%,5.3%,12.0,8.3,-5.5,-3.5
2023 Roland Garros R128,W vs Ferro,4.4,3.8,4.8,60.8%,72.4%,46.2%,66.7%,53.1%,9.9%,10.0,10.1,7.5,9.5
2023 Indian Wells R16,L vs Gauff,5.6,5.7,5.6,48.8%,42.1%,64.0%,51.4%,56.0%,6.1%,20.0,8.1,5.0,2.7
2023 Indian Wells R128,W vs Kostyuk,4.7,5.5,4.0,53.7%,43.1%,51.5%,50.0%,58.3%,8.6%,23.5,8.1,-5.5,-3.0
2023 Merida F,L vs Giorgi,4.3,4.0,4.7,57.1%,37.5%,33.3%,61.1%,59.8%,10.7%,6.5,3.6,-3.0,-2.6
2023 Merida R16,W vs Parks,3.0,3.5,2.5,55.7%,70.6%,57.1%,33.3%,53.7%,14.3%,9.0,14.5,8.0,17.0
2022 Chennai R16,L vs Fruhvirtova,4.4,4.7,4.1,39.6%,44.8%,16.7%,46.2%,67.4%,13.3%,1.5,1.3,3.0,5.8
2022 Rabat R32,L vs Marcinko,4.5,4.4,4.5,42.9%,49.0%,54.2%,57.9%,55.6%,1.2%,7.5,3.9,-4.0,-2.6
2022 Australian Open R64,L vs Swiatek,4.0,4.1,4.0,37.9%,33.3%,40.0%,58.3%,56.0%,6.3%,-11.5,-12.0,4.0,5.5
2022 Adelaide R32,W vs Sabalenka,3.1,3.7,2.5,61.3%,45.0%,45.8%,20.0%,61.0%,6.7%,13.5,10.3,-2.5,-3.2
2021 Roland Garros R64,L vs Swiatek,4.2,3.9,4.6,48.8%,13.3%,33.3%,42.9%,49.4%,18.5%,-9.5,-12.7,-9.5,-14.4
2021 Roland Garros R128,W vs Rogers,4.7,4.5,5.0,49.0%,42.5%,61.1%,56.5%,60.0%,15.7%,8.0,3.0,-4.5,-3.0
2020 Monterrey QF,L vs Rus,4.7,4.6,4.8,30.2%,40.0%,27.8%,88.9%,75.1%,4.3%,-2.5,-1.8,-4.5,-10.2
2020 Australian Open R128,L vs Hercog,4.1,4.5,3.8,40.6%,47.2%,43.8%,42.9%,59.0%,14.6%,-2.5,-2.0,-2.0,-2.7
2019 Tianjin F,W vs Watson,4.6,4.0,5.1,60.0%,36.7%,41.2%,66.7%,53.2%,7.7%,4.0,2.8,-3.5,-2.9
2019 Tianjin SF,W vs Jabeur,4.3,4.4,4.2,55.2%,42.6%,39.1%,46.7%,48.4%,16.9%,4.0,2.7,4.5,3.1
2019 Beijing R64,L vs Halep,4.7,4.9,4.5,39.6%,37.8%,41.7%,33.3%,49.8%,4.2%,-0.5,-0.4,-15.0,-13.3
2019 Nanchang F,W vs Rybakina,3.7,3.9,3.5,61.9%,70.8%,60.0%,75.0%,48.4%,6.3%,6.0,11.3,3.5,6.4
Career (34 matches),,4.3,4.3,4.3,51.0%,44.6%,48.1%,50.7%,56.7%,10.5%,5.3,3.7,-1.1,-1.1
