Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 US Open R128,L vs Swiatek,0.0%,-,4.1%,0.0%,2.0%,11.1%,0.0%,2.9%,0.0%,0.0%,-,-74,-87
2023 s Hertogenbosch R32,L vs Krueger,0.0%,-,4.0%,0.0%,7.0%,33.3%,0.0%,0.0%,0.0%,0.0%,-,76,137
2023 Roland Garros R64,L vs Wang,0.0%,-,5.2%,66.7%,14.4%,26.7%,0.0%,3.2%,20.0%,0.0%,-,18,17
2023 Roland Garros R128,W vs Ferro,0.0%,-,4.9%,100.0%,11.1%,23.8%,0.0%,12.8%,100.0%,1.0%,0.0%,-46,-36
2023 Indian Wells R16,L vs Gauff,0.0%,-,9.4%,88.2%,15.2%,34.2%,10.0%,7.4%,14.3%,0.4%,0.0%,-36,-35
2023 Indian Wells R128,W vs Kostyuk,0.0%,-,6.4%,81.3%,14.3%,30.8%,0.0%,5.3%,23.1%,0.2%,0.0%,-26,-30
2023 Merida F,L vs Giorgi,0.0%,-,1.1%,50.0%,11.8%,31.4%,0.0%,2.6%,11.1%,0.0%,-,-82,-40
2023 Merida R16,W vs Parks,0.0%,-,3.7%,75.0%,17.9%,0.0%,100.0%,12.8%,0.0%,0.0%,-,-38,9
2022 Chennai R16,L vs Fruhvirtova,0.0%,-,13.1%,57.1%,11.7%,6.7%,66.7%,12.5%,60.0%,0.5%,0.0%,9,-2
2022 Rabat R32,L vs Marcinko,0.0%,-,2.7%,60.0%,12.2%,20.0%,7.7%,6.1%,44.4%,0.3%,0.0%,-14,-13
2022 Australian Open R64,L vs Swiatek,0.0%,-,2.8%,66.7%,9.4%,10.5%,20.0%,9.8%,75.0%,0.0%,-,57,31
2022 Adelaide R32,W vs Sabalenka,0.0%,-,2.1%,100.0%,20.4%,35.7%,0.0%,1.6%,25.0%,0.0%,-,3,22
2021 Roland Garros R64,L vs Swiatek,0.0%,-,4.5%,25.0%,6.6%,0.0%,25.0%,2.0%,20.0%,0.0%,-,-19,15
2021 Roland Garros R128,W vs Rogers,0.0%,-,6.9%,81.3%,14.2%,26.2%,23.5%,5.0%,18.2%,0.4%,50.0%,12,14
2020 Monterrey QF,L vs Rus,0.0%,-,1.1%,100.0%,9.2%,22.7%,0.0%,3.0%,16.7%,0.0%,-,-7,-19
2020 Australian Open R128,L vs Hercog,0.0%,-,6.5%,62.5%,9.6%,9.1%,0.0%,9.3%,30.0%,0.0%,-,-3,-29
2019 Tianjin F,W vs Watson,0.0%,-,2.2%,66.7%,11.3%,39.1%,0.0%,2.1%,0.0%,0.0%,-,-44,-39
2019 Tianjin SF,W vs Jabeur,0.0%,-,9.7%,26.3%,9.6%,22.2%,0.0%,5.2%,44.4%,0.3%,0.0%,-95,-72
2019 Beijing R64,L vs Halep,0.0%,-,7.0%,75.0%,10.9%,22.2%,20.0%,3.4%,12.5%,0.0%,-,69,22
2019 Nanchang F,W vs Rybakina,0.0%,-,5.0%,75.0%,11.4%,8.3%,14.3%,7.9%,100.0%,0.0%,-,-54,-21
Career (34 matches),,0.0%,-,5.7%,62.6%,13.0%,23.2%,19.7%,4.9%,22.0%,0.2%,13.3%,-19,-12
