Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,11,3,8,27.3%,1,0,1,0.0%,2016,2024,R64,10,0.94,3.2%,4.2%,67.7%,60.9%,42.5%,55.0%,42.4%,46.1%,52.4%
Roland Garros,6,Clay,13,7,6,53.8%,3,1,2,33.3%,2016,2023,R64,9,0.95,2.7%,5.8%,65.1%,60.0%,38.4%,52.5%,45.2%,52.7%,53.0%
Wimbledon,7,Grass,11,4,7,36.4%,3,3,0,100.0%,2016,2023,R64,6,0.83,3.9%,3.5%,65.4%,60.6%,42.7%,54.4%,37.8%,50.9%,35.9%
US Open,9,Hard,18,9,9,50.0%,9,2,7,22.2%,2015,2023,R32,10,0.90,2.5%,5.2%,64.5%,59.9%,42.7%,53.8%,41.6%,61.8%,45.1%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2021,2021,R32,0,,,,,,,,,,
Fed Cup,4,,12,5,7,41.7%,2,1,1,50.0%,2015,2019,,7,1.20,4.9%,3.1%,64.6%,64.8%,49.6%,59.4%,48.6%,48.7%,41.8%
Andorra 125,2,Hard,6,4,2,66.7%,1,0,1,0.0%,2022,2023,F,6,1.14,4.8%,4.5%,64.2%,68.2%,52.1%,62.5%,42.9%,55.9%,46.9%
Washington,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2019,2023,R16,3,1.10,4.1%,4.6%,62.2%,68.7%,48.4%,61.0%,42.9%,61.5%,37.5%
Bastad 125,2,Clay,5,3,2,60.0%,2,1,1,50.0%,2022,2023,QF,3,1.02,4.0%,8.4%,65.3%,66.0%,42.3%,57.8%,42.9%,62.1%,40.7%
Rabat,4,Clay,6,2,4,33.3%,2,1,1,50.0%,2018,2023,QF,6,0.93,1.8%,5.7%,65.6%,55.9%,39.6%,50.3%,46.4%,48.4%,50.0%
Miami,5,Hard,9,4,5,44.4%,0,0,0,-,2014,2023,R64,9,0.93,2.4%,5.0%,64.1%,57.5%,41.1%,51.6%,45.2%,44.6%,54.7%
Indian Wells,4,Hard,9,5,4,55.6%,1,1,0,100.0%,2018,2023,R16,9,1.02,3.3%,5.2%,62.4%,64.1%,44.6%,56.7%,44.2%,55.1%,42.2%
