Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 US Open R128,L vs Swiatek,12.5%,15.6%,22.2%,14.3%,19.0%,22.2%,41.7%,33.3%,33.3%,10.0%,10.0%,22.2%,0.0%,14.3%,0.0%,-14
2023 s Hertogenbosch R32,L vs Krueger,28.9%,28.9%,36.4%,36.0%,36.0%,31.3%,60.0%,33.3%,0.0%,25.0%,25.0%,50.0%,0.0%,0.0%,0.0%,58
2023 Roland Garros R64,L vs Wang,12.5%,17.7%,36.0%,14.8%,22.2%,37.0%,53.6%,50.0%,75.0%,12.1%,15.2%,34.5%,18.8%,29.4%,28.6%,-9
2023 Roland Garros R128,W vs Ferro,18.6%,30.2%,72.7%,29.6%,33.3%,68.4%,45.5%,68.8%,-,0.0%,28.6%,78.6%,33.3%,62.5%,100.0%,-119
2023 Indian Wells R16,L vs Gauff,13.5%,23.6%,54.8%,15.5%,25.9%,59.2%,78.6%,26.7%,20.0%,11.1%,22.2%,45.8%,61.5%,50.0%,50.0%,-7
2023 Indian Wells R128,W vs Kostyuk,15.1%,22.2%,46.6%,15.5%,23.8%,49.3%,88.6%,27.5%,27.3%,15.8%,21.1%,40.6%,62.5%,40.9%,33.3%,11
2023 Merida F,L vs Giorgi,30.3%,34.8%,44.1%,37.1%,41.9%,51.3%,42.9%,29.4%,20.0%,16.7%,20.8%,30.0%,25.0%,8.3%,0.0%,30
2023 Merida R16,W vs Parks,33.3%,42.6%,58.1%,38.9%,52.8%,63.6%,57.9%,17.6%,0.0%,30.8%,30.8%,44.4%,60.0%,0.0%,-,137
2022 Chennai R16,L vs Fruhvirtova,18.3%,23.3%,40.4%,21.9%,28.1%,40.0%,50.0%,38.9%,25.0%,15.4%,19.2%,40.9%,33.3%,14.3%,0.0%,-18
2022 Rabat R32,L vs Marcinko,15.1%,22.1%,47.8%,15.3%,23.7%,48.0%,50.0%,41.9%,28.6%,19.0%,23.8%,47.1%,0.0%,46.2%,66.7%,52
2022 Australian Open R64,L vs Swiatek,20.0%,25.5%,32.6%,12.8%,20.5%,38.2%,44.4%,23.8%,0.0%,40.0%,40.0%,11.1%,14.3%,12.5%,0.0%,-28
2022 Adelaide R32,W vs Sabalenka,29.5%,36.8%,40.6%,35.0%,45.0%,46.2%,44.8%,32.3%,40.0%,21.9%,25.0%,32.0%,15.4%,26.3%,50.0%,0
2021 Roland Garros R64,L vs Swiatek,27.1%,31.3%,15.6%,35.3%,38.2%,18.2%,36.8%,53.3%,66.7%,9.1%,18.2%,10.0%,50.0%,42.9%,50.0%,-36
2021 Roland Garros R128,W vs Rogers,18.1%,24.4%,45.9%,19.8%,28.4%,47.7%,24.3%,29.5%,40.0%,17.5%,20.0%,42.4%,11.8%,21.7%,0.0%,53
2020 Monterrey QF,L vs Rus,15.6%,20.0%,38.2%,12.9%,19.4%,44.4%,31.3%,26.7%,0.0%,30.0%,30.0%,14.3%,0.0%,0.0%,0.0%,128
2020 Australian Open R128,L vs Hercog,12.2%,16.3%,42.9%,9.1%,15.2%,43.3%,25.0%,41.2%,0.0%,20.0%,20.0%,41.7%,0.0%,77.8%,100.0%,-28
2019 Tianjin F,W vs Watson,25.4%,37.3%,50.0%,29.3%,43.9%,55.2%,65.0%,14.3%,50.0%,16.7%,22.2%,40.0%,42.9%,36.4%,0.0%,-104
2019 Tianjin SF,W vs Jabeur,21.8%,25.7%,46.1%,19.8%,24.7%,49.2%,56.8%,43.2%,33.3%,35.3%,35.3%,27.3%,40.0%,41.7%,0.0%,77
2019 Beijing R64,L vs Halep,7.7%,17.3%,36.2%,8.1%,21.6%,41.2%,71.4%,34.8%,16.7%,7.1%,7.1%,23.1%,10.0%,100.0%,100.0%,-42
2019 Nanchang F,W vs Rybakina,28.9%,34.2%,69.2%,32.0%,40.0%,76.5%,58.3%,23.1%,-,25.0%,25.0%,55.6%,33.3%,66.7%,-,-11
Career (34 matches),,21.1%,27.7%,44.9%,23.8%,32.0%,48.5%,54.7%,38.1%,34.0%,18.0%,22.3%,37.5%,29.9%,39.0%,41.9%,42
