Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,120,63,57,52.5%,137-129,51.5%,1248-1228,50.4%,12-21,36.4%,111,67.2%,35.3%,3.6%,4.3%,65.7%,62.2%,47.4%,57.1%,43.5%,50.3%,1.01
Clay,57,21,36,36.8%,47-81,36.7%,537-645,45.4%,6-8,42.9%,51,56.3%,35.1%,1.9%,6.0%,65.4%,57.9%,43.4%,52.9%,43.2%,48.2%,0.92
Grass,14,4,10,28.6%,10-21,32.3%,134-167,44.5%,3-2,60.0%,14,61.3%,26.4%,4.0%,4.3%,67.4%,62.4%,41.7%,55.7%,38.8%,47.6%,0.88
Grand Slams,31,10,21,32.3%,25-44,36.2%,289-349,45.3%,3-7,30.0%,31,57.2%,31.7%,2.7%,4.6%,65.9%,59.4%,42.0%,53.5%,42.1%,48.0%,0.90
Premiers,19,7,12,36.8%,15-28,34.9%,172-222,43.7%,1-3,25.0%,19,64.8%,23.5%,3.8%,3.8%,64.2%,61.7%,47.5%,56.6%,37.8%,47.3%,0.87
Internationals,101,51,50,50.5%,108-111,49.3%,1022-1024,50.0%,9-16,36.0%,97,64.5%,36.8%,3.1%,5.2%,66.4%,61.0%,46.9%,56.3%,43.9%,50.1%,1.00
Finals,3,2,1,66.7%,5-2,71.4%,38-24,61.3%,0-1,0.0%,3,80.6%,43.3%,6.5%,2.2%,68.3%,71.7%,47.5%,64.0%,45.0%,53.9%,1.25
Semi-finals,7,3,4,42.9%,7-10,41.2%,75-87,46.3%,1-2,33.3%,7,65.0%,27.8%,2.9%,4.8%,68.3%,61.8%,45.1%,56.5%,40.2%,48.5%,0.93
Quarter-finals,14,7,7,50.0%,13-19,40.6%,136-158,46.3%,1-5,16.7%,14,62.3%,32.7%,3.3%,4.8%,66.7%,57.4%,49.2%,54.7%,42.8%,48.7%,0.94
vs Righties,173,79,94,45.7%,174-210,45.3%,1743-1852,48.5%,20-30,40.0%,161,63.9%,34.0%,3.2%,4.8%,65.8%,61.0%,45.8%,55.8%,43.0%,49.5%,0.97
vs Lefties,11,3,8,27.3%,7-17,29.2%,86-127,40.4%,1-1,50.0%,10,53.8%,33.0%,2.4%,5.2%,64.6%,57.3%,44.7%,52.8%,40.7%,46.8%,0.86
vs Top 10,13,2,11,15.4%,7-23,23.3%,99-162,37.9%,1-1,50.0%,12,52.7%,18.0%,2.0%,5.0%,66.0%,56.4%,41.5%,51.3%,35.7%,43.7%,0.73
