Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Miyabi Inoue [JPN],5,3,62.5%,1,1,0,100.0%,2010,2021,0,,,,,,,,,,
7,Shiho Akita [JPN],1,6,14.3%,0,0,0,-,2010,2017,0,,,,,,,,,,
5,Haruna Arakawa [JPN],3,2,60.0%,1,1,0,100.0%,2016,2023,0,,,,,,,,,,
5,Nagi Hanatani [JPN],2,3,40.0%,2,0,2,0.0%,2014,2022,0,,,,,,,,,,
5,Riko Sawayanagi [JPN],2,3,40.0%,0,0,0,-,2014,2018,0,,,,,,,,,,
4,Ayano Shimizu [JPN],1,3,25.0%,1,1,0,100.0%,2016,2023,0,,,,,,,,,,
4,Na Lae Han [KOR],1,3,25.0%,0,0,0,-,2015,2023,0,,,,,,,,,,
4,Junri Namigata [JPN],0,4,0.0%,1,0,1,0.0%,2011,2020,0,,,,,,,,,,
4,Ayaka Okuno [JPN],2,2,50.0%,0,0,0,-,2014,2019,0,,,,,,,,,,
4,Eri Hozumi [JPN],1,3,25.0%,0,0,0,-,2012,2019,0,,,,,,,,,,
3,Risa Ushijima [JPN],1,2,33.3%,0,0,0,-,2014,2022,0,,,,,,,,,,
3,Ramu Ueda [JPN],2,1,66.7%,0,0,0,-,2018,2019,0,,,,,,,,,,
3,Michika Ozeki [JPN],2,1,66.7%,1,1,0,100.0%,2014,2019,0,,,,,,,,,,
3,Kotomi Takahata [JPN],3,0,100.0%,0,0,0,-,2014,2019,0,,,,,,,,,,
3,Akiko Omae [JPN],1,2,33.3%,1,1,0,100.0%,2014,2019,0,,,,,,,,,,
