Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 Vienna R32,L vs Medvedev,44% (4/9),- (0/0),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2022 US Open R128,L vs Wu,70% (7/10),0% (0/6),0/0,0/0,44% (4/9),1/4,0/1,- (0/0),- (0/0)
2022 Hamburg R32,L vs Karatsev,50% (3/6),100% (1/1),0/0,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2022 Wimbledon R32,L vs Van Rijthoven,69% (9/13),50% (2/4),0/0,0/0,60% (9/15),2/5,0/1,- (0/0),- (0/0)
2022 Wimbledon R64,W vs Halys,69% (18/26),50% (1/2),3/7,1/3,63% (5/8),1/2,0/0,79% (11/14),36% (5/14)
2022 Wimbledon R128,W vs Rosol,72% (21/29),60% (6/10),3/4,1/1,56% (5/9),5/7,0/0,54% (7/13),42% (5/12)
2022 Halle R32,W vs Rublev,90% (9/10),43% (3/7),2/5,1/2,67% (4/6),0/0,0/0,100% (4/4),75% (3/4)
2022 Stuttgart R16,L vs Kyrgios,65% (13/20),0% (0/1),1/1,0/0,63% (5/8),3/5,1/2,83% (5/6),40% (2/5)
2022 Doha F,L vs Bautista Agut,31% (5/16),67% (2/3),0/0,0/0,56% (5/9),1/3,1/2,- (0/0),- (0/0)
2021 Indian Wells F,L vs Norrie,73% (8/11),50% (3/6),1/1,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2021 Indian Wells SF,W vs Fritz,52% (11/21),100% (1/1),2/5,1/4,100% (7/7),3/3,0/0,67% (4/6),50% (3/6)
2021 US Open R32,L vs Opelka,85% (11/13),40% (2/5),0/0,0/0,50% (5/10),0/3,0/1,67% (4/6),17% (1/6)
2021 US Open R64,W vs Cressy,64% (14/22),71% (5/7),3/4,1/1,50% (3/6),2/3,0/0,100% (5/5),40% (2/5)
2021 Canada R16,L vs Hurkacz,65% (13/20),14% (1/7),1/3,0/0,63% (5/8),4/6,1/2,88% (7/8),25% (2/8)
2021 Canada R32,W vs De Minaur,64% (7/11),83% (5/6),2/5,1/2,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2021 Wimbledon R128,L vs Murray,48% (12/25),50% (5/10),1/2,0/0,43% (6/14),3/6,3/4,- (0/0),- (0/0)
2021 Roland Garros R64,L vs Alcaraz,62% (8/13),33% (2/6),0/0,0/0,50% (6/12),0/3,0/1,- (0/0),- (0/0)
2021 Roland Garros R128,W vs Lajovic,67% (10/15),67% (8/12),3/4,1/1,25% (2/8),0/1,0/0,- (0/0),- (0/0)
2021 Madrid R64,L vs Paire,50% (6/12),27% (3/11),0/0,0/0,38% (3/8),2/4,2/3,- (0/0),- (0/0)
2021 Munich F,W vs Struff,58% (11/19),50% (1/2),2/3,1/2,100% (1/1),0/0,0/0,83% (5/6),33% (2/6)
2022 (9 matches),,64.0%,44.1%,52.9%,50.0%,52.6%,45.2%,25.0%,73.0%,42.9%
2021 (13 matches),,62.0%,48.2%,56.7%,54.5%,54.5%,45.9%,50.0%,65.9%,37.5%
2020 (6 matches),,60.7%,26.1%,66.7%,100.0%,56.1%,31.8%,44.4%,66.7%,16.7%
2019 (38 matches),,63.5%,45.5%,61.5%,80.0%,55.2%,48.2%,47.1%,63.6%,34.2%
2018 (58 matches),,61.6%,36.8%,63.4%,64.0%,61.3%,44.1%,39.5%,63.9%,43.8%
Career (273 matches),,61.0%,40.1%,56.3%,58.7%,57.4%,45.7%,46.8%,63.9%,40.0%
