Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),129,493,147,1637,147,1591,136,1593,78,1606,,,,
2025,109,573,109,1689,100,1650,114,1618,69,1632,,,,
2024,208,273,149,1628,138,1586,118,1607,,,,,,
2023,596,58,180,1575,159,1545,129,1592,,,,,,
2022,91,595,102,1694,98,1645,79,1671,68,1621,,,,
2021,22,2101,38,1832,40,1778,38,1773,42,1691,,,,
2020,40,1395,95,1693,79,1662,60,1707,,,,,,
2019,26,1450,33,1841,38,1784,20,1820,75,1634,190,360,118,1538
2018,21,1795,26,1855,30,1795,29,1795,63,1641,179,360,116,1542
2017,59,826,97,1702,94,1661,76,1679,101,1566,,,,
2016,94,618,120,1650,131,1581,91,1660,104,1564,1210,17,,
2015,113,525,129,1630,129,1578,138,1563,83,1607,592,92,,
2014,178,293,240,1484,207,1478,271,1374,187,1425,724,57,,
2013,447,85,,,,,,,,,674,68,,
2012,264,182,,,,,,,,,1415,8,,
2011,585,41,,,,,,,,,1209,15,,
2010,635,31,,,,,,,,,850,33,,
2009,556,48,,,,,,,,,,,,
2008,1222,4,,,,,,,,,,,,
