Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Vienna R32,L vs Medvedev,0.96,0.40,35.1,2.1,0.0%,50.0%,0.0%,45.5%,27.3%,15.8%
2022 US Open R128,L vs Wu,1.04,0.59,35.1,2.2,0.0%,44.4%,2.8%,61.1%,21.4%,32.5%
2022 Hamburg R32,L vs Karatsev,1.32,0.55,43.2,2.2,8.3%,45.8%,0.0%,39.1%,33.3%,11.8%
2022 Wimbledon R32,L vs Van Rijthoven,0.90,0.58,30.6,2.2,4.0%,54.0%,0.0%,60.0%,20.0%,37.1%
2022 Wimbledon R64,W vs Halys,1.53,1.06,48.2,2.4,1.4%,64.3%,1.5%,73.8%,16.4%,27.3%
2022 Wimbledon R128,W vs Rosol,1.19,1.12,49.0,4.6,11.6%,65.1%,7.5%,63.7%,30.8%,36.8%
2022 Halle R32,W vs Rublev,1.18,1.54,46.4,3.0,8.6%,65.7%,9.1%,72.7%,44.4%,35.5%
2022 Stuttgart R16,L vs Kyrgios,0.98,0.62,56.1,4.0,18.5%,66.7%,14.9%,66.0%,11.1%,32.5%
2022 Doha F,L vs Bautista Agut,1.01,0.73,48.9,3.1,13.2%,60.5%,8.6%,42.9%,44.8%,21.7%
2021 Indian Wells F,L vs Norrie,0.93,0.75,54.8,9.4,5.1%,66.7%,0.0%,45.7%,42.1%,26.5%
2021 Indian Wells SF,W vs Fritz,1.30,1.20,60.0,2.7,4.3%,63.0%,4.5%,68.2%,30.3%,33.3%
2021 US Open R32,L vs Opelka,0.88,0.73,39.9,2.6,4.1%,53.1%,10.9%,69.6%,26.4%,38.8%
2021 US Open R64,W vs Cressy,1.05,1.42,37.6,3.2,13.5%,76.9%,4.2%,66.7%,33.3%,43.5%
2021 Canada R16,L vs Hurkacz,1.05,0.88,71.2,4.2,11.7%,68.3%,7.3%,60.0%,28.1%,32.1%
2021 Canada R32,W vs De Minaur,1.69,3.10,30.3,2.0,11.5%,69.2%,13.0%,65.2%,42.1%,81.3%
2021 Wimbledon R128,L vs Murray,0.94,0.75,33.0,2.1,4.5%,52.2%,3.1%,53.1%,38.1%,37.3%
2021 Roland Garros R64,L vs Alcaraz,0.83,0.60,27.5,2.2,0.0%,60.5%,0.0%,53.7%,33.3%,28.2%
2021 Roland Garros R128,W vs Lajovic,1.23,1.32,30.8,2.8,2.1%,63.8%,2.3%,46.5%,43.9%,51.9%
2021 Madrid R64,L vs Paire,0.87,0.77,58.0,2.0,0.0%,64.7%,6.1%,48.5%,42.1%,34.3%
2021 Munich F,W vs Struff,1.18,1.64,45.8,2.0,13.2%,81.6%,3.0%,72.7%,27.8%,35.5%
2022 (9 matches),,1.15,0.82,44.8,2.7,7.9%,59.7%,5.4%,61.4%,26.2%,30.5%
2021 (13 matches),,1.05,1.00,44.4,2.6,6.1%,64.3%,4.4%,58.9%,36.0%,37.5%
2020 (6 matches),,0.96,0.77,43.0,2.6,5.8%,60.7%,5.1%,59.2%,31.0%,33.2%
2019 (38 matches),,1.03,1.00,52.6,3.0,6.7%,61.9%,4.2%,59.2%,37.6%,38.6%
2018 (58 matches),,1.07,1.02,52.3,2.6,5.7%,60.3%,4.4%,62.7%,37.1%,36.3%
Career (273 matches),,1.05,0.98,53.7,2.8,4.8%,60.7%,3.5%,59.7%,37.2%,37.2%
