Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Marton Fucsovics [HUN],4,5,44.4%,3,2,1,66.7%,2013,2022,8,0.90,2.2%,6.1%,57.2%,61.2%,48.7%,55.8%,39.7%,63.2%,48.9%
7,Laslo Djere [SRB],2,5,28.6%,0,0,0,-,2015,2025,7,0.82,2.1%,5.3%,61.3%,66.9%,40.1%,56.6%,35.6%,46.8%,34.2%
7,Andrey Rublev [RUS],3,4,42.9%,2,2,0,100.0%,2018,2025,7,0.90,7.4%,6.8%,54.6%,77.4%,43.5%,62.0%,34.4%,45.7%,41.4%
7,Aslan Karatsev [RUS],5,2,71.4%,1,1,0,100.0%,2012,2022,4,0.83,4.1%,4.8%,58.1%,65.7%,47.5%,58.1%,34.6%,63.6%,43.8%
7,Jan Lennard Struff [GER],4,3,57.1%,2,2,0,100.0%,2013,2021,7,0.92,4.7%,6.1%,62.7%,63.9%,49.2%,58.4%,38.1%,61.4%,37.5%
6,Radu Albot [MDA],5,1,83.3%,1,1,0,100.0%,2012,2025,6,1.08,4.4%,4.7%,60.0%,65.6%,51.7%,60.0%,43.3%,57.8%,48.9%
6,Roberto Bautista Agut [ESP],2,4,33.3%,3,1,2,33.3%,2015,2022,6,0.88,8.1%,3.1%,63.9%,64.6%,49.7%,59.2%,36.0%,54.8%,48.3%
6,Matteo Berrettini [ITA],2,4,33.3%,3,3,0,100.0%,2014,2021,6,0.97,5.6%,3.5%,59.5%,72.0%,59.4%,66.9%,32.1%,55.9%,29.6%
6,Karen Khachanov [RUS],4,2,66.7%,2,2,0,100.0%,2014,2021,5,1.02,3.9%,6.0%,59.2%,69.7%,44.6%,59.5%,41.3%,60.0%,40.0%
6,Dusan Lajovic [SRB],5,1,83.3%,1,0,1,0.0%,2016,2021,6,1.09,3.0%,5.4%,58.0%,63.8%,54.3%,59.8%,43.8%,54.0%,38.4%
5,Quentin Halys [FRA],4,1,80.0%,4,4,0,100.0%,2022,2025,5,0.99,7.8%,3.9%,62.6%,76.2%,58.8%,69.7%,30.0%,79.3%,33.3%
5,Mackenzie Mcdonald [USA],1,4,20.0%,2,2,0,100.0%,2022,2025,5,0.74,5.7%,6.8%,56.0%,70.7%,33.1%,54.2%,34.0%,58.0%,30.4%
5,Christopher Eubanks [USA],5,0,100.0%,2,2,0,100.0%,2019,2025,5,1.16,11.2%,7.9%,53.9%,75.0%,54.1%,65.4%,40.0%,63.9%,45.7%
5,Taylor Fritz [USA],2,3,40.0%,3,2,1,66.7%,2017,2023,5,0.89,6.7%,4.5%,57.4%,71.1%,55.8%,64.6%,31.5%,56.0%,36.0%
5,Alexander Zverev [GER],1,4,20.0%,4,1,3,25.0%,2015,2021,4,0.86,4.0%,5.7%,55.3%,66.5%,49.2%,58.8%,35.3%,74.1%,57.9%
