Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,3,5,37.5%,6-9,40.0%,73-82,47.1%,2-2,50.0%,8,82.7%,11.8%,11.5%,5.0%,56.0%,75.3%,51.9%,65.0%,32.3%,48.5%,0.92
Clay,4,1,3,25.0%,6-7,46.2%,66-63,51.2%,0-3,0.0%,4,83.9%,21.9%,6.2%,6.2%,52.4%,78.1%,45.4%,62.5%,36.5%,49.7%,0.97
Grass,2,1,1,50.0%,4-4,50.0%,40-39,50.6%,1-1,50.0%,2,82.1%,18.4%,8.3%,5.4%,52.9%,78.1%,50.0%,64.9%,33.0%,49.5%,0.94
Grand Slams,3,1,2,33.3%,6-7,46.2%,66-63,51.2%,1-3,25.0%,3,84.1%,19.4%,5.9%,5.4%,52.4%,79.3%,47.5%,64.2%,34.2%,49.9%,0.95
Masters,2,0,2,0.0%,0-4,0.0%,18-26,40.9%,0-2,0.0%,2,90.0%,0.0%,11.5%,6.9%,53.4%,80.0%,50.8%,66.4%,23.7%,44.7%,0.71
Other Tours,9,4,5,44.4%,10-9,52.6%,95-95,50.0%,2-1,66.7%,9,80.6%,19.1%,10.4%,5.3%,55.3%,74.6%,49.6%,63.4%,36.2%,49.6%,0.99
Best of 5,3,1,2,33.3%,6-7,46.2%,66-63,51.2%,1-3,25.0%,3,84.1%,19.4%,5.9%,5.4%,52.4%,79.3%,47.5%,64.2%,34.2%,49.9%,0.95
Best of 3,11,4,7,36.4%,10-13,43.5%,113-121,48.3%,2-3,40.0%,11,82.3%,15.5%,10.5%,5.6%,54.9%,75.6%,49.8%,64.0%,33.9%,48.7%,0.94
Quarter-finals,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,5.3%,7.0%,47.4%,66.7%,46.7%,56.1%,32.1%,44.5%,0.73
vs Righties,14,5,9,35.7%,16-20,44.4%,179-184,49.3%,3-6,33.3%,14,83.0%,16.9%,8.8%,5.5%,54.0%,76.9%,49.0%,64.0%,34.0%,49.1%,0.95
vs Top 10,2,1,1,50.0%,3-3,50.0%,29-26,52.7%,0-0,-,2,82.1%,22.2%,10.7%,4.8%,47.0%,77.2%,55.1%,65.5%,36.3%,51.2%,1.05
