Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Montpellier QF,L vs Rublev,11,11,1.0,28.2%,28.2%,7,10,0.7,25.9%,37.0%,3.7%,3.7%,6.0,30.8%,5.1%
2022 Vienna R32,L vs Medvedev,18,31,0.6,20.2%,34.8%,18,27,0.7,24.7%,37.0%,11.0%,8.2%,4.0,27.0%,6.7%
2022 US Open R128,L vs Wu,19,31,0.6,12.3%,20.1%,18,28,0.6,12.9%,20.1%,5.8%,5.0%,2.1,20.1%,9.7%
2022 Hamburg R32,L vs Karatsev,16,25,0.6,18.8%,29.4%,14,20,0.7,19.2%,27.4%,4.1%,1.4%,4.3,30.6%,7.1%
2022 Wimbledon R32,L vs Van Rijthoven,13,34,0.4,7.6%,20.0%,11,27,0.4,8.3%,20.5%,4.5%,3.8%,1.4,17.6%,12.9%
2022 Wimbledon R64,W vs Halys,45,36,1.3,17.9%,14.3%,43,30,1.4,19.9%,13.9%,9.7%,9.3%,2.1,18.7%,8.8%
2022 Wimbledon R128,W vs Rosol,48,55,0.9,15.4%,17.6%,32,44,0.7,11.9%,16.4%,6.7%,4.8%,0.7,10.9%,14.7%
2022 Halle R32,W vs Rublev,39,21,1.9,28.9%,15.6%,33,19,1.7,28.7%,16.5%,7.8%,7.0%,1.6,24.4%,15.6%
2022 Stuttgart R16,L vs Kyrgios,56,35,1.6,30.1%,18.8%,39,31,1.3,27.3%,21.7%,7.7%,3.5%,3.8,32.8%,8.6%
2022 Doha F,L vs Bautista Agut,22,38,0.6,17.6%,30.4%,14,35,0.4,12.3%,30.7%,7.9%,4.4%,0.6,6.4%,10.4%
2021 Indian Wells Masters F,L vs Norrie,24,48,0.5,16.4%,32.9%,22,48,0.5,15.6%,34.0%,10.6%,5.0%,0.3,6.8%,19.9%
2021 Indian Wells Masters SF,W vs Fritz,26,34,0.8,17.0%,22.2%,22,33,0.7,16.4%,24.6%,9.7%,6.7%,0.7,13.7%,19.0%
2021 US Open R32,L vs Opelka,22,27,0.8,11.2%,13.7%,15,21,0.7,9.3%,13.0%,5.6%,3.1%,1.3,26.4%,20.8%
2021 US Open R64,W vs Cressy,36,19,1.9,18.0%,9.5%,27,14,1.9,17.2%,8.9%,9.6%,5.7%,1.0,18.5%,18.0%
2021 US Open R128,W vs Korda,8,9,0.9,12.7%,14.3%,6,9,0.7,10.7%,16.1%,10.7%,0.0%,0.5,12.7%,25.4%
2021 Canada Masters R16,L vs Hurkacz,25,58,0.4,11.1%,25.8%,14,50,0.3,7.8%,27.9%,6.1%,1.7%,0.6,13.3%,24.0%
2021 Canada Masters R32,W vs De Minaur,21,23,0.9,25.0%,27.4%,15,20,0.8,21.4%,28.6%,14.3%,7.1%,0.2,6.0%,25.0%
2021 Wimbledon R128,L vs Murray,32,59,0.5,12.6%,23.3%,27,54,0.5,11.9%,23.9%,8.4%,3.5%,1.1,14.6%,13.0%
2021 Roland Garros R64,L vs Alcaraz,16,29,0.6,9.7%,17.6%,16,29,0.6,10.7%,19.3%,,,0.7,10.3%,15.2%
2021 Roland Garros R128,W vs Lajovic,28,45,0.6,13.9%,22.4%,28,45,0.6,15.0%,24.1%,,,0.8,7.0%,8.5%
Career (86 matches),,2416,3439,0.7,15.4%,22.0%,2062,3090,0.7,15.0%,22.5%,7.6%,4.2%,0.9,13.7%,15.3%
