Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,19,8,11,42.1%,11,3,8,27.3%,2015,2026,R32,19,0.92,6.8%,5.7%,59.7%,70.3%,47.9%,61.3%,35.7%,59.9%,41.7%
Roland Garros,10,Clay,23,13,10,56.5%,12,7,5,58.3%,2015,2025,R32,20,0.90,2.9%,3.7%,62.0%,66.1%,47.4%,59.0%,36.9%,58.5%,40.0%
Wimbledon,9,Grass,23,14,9,60.9%,13,8,5,61.5%,2014,2025,R32,17,0.91,4.9%,4.8%,62.3%,69.3%,50.9%,62.4%,34.2%,56.1%,42.2%
US Open,10,Hard,22,12,10,54.5%,13,7,6,53.8%,2014,2025,R16,18,0.95,4.6%,6.1%,57.0%,67.7%,49.6%,59.9%,37.9%,56.5%,44.7%
Olympics,2,,4,2,2,50.0%,2,1,1,50.0%,2016,2021,R16,1,0.86,3.2%,4.2%,68.4%,75.4%,50.0%,67.4%,28.0%,50.0%,20.0%
Davis Cup,4,,8,5,3,62.5%,1,1,0,100.0%,2016,2020,,6,1.20,2.3%,5.5%,59.7%,67.8%,50.0%,60.6%,47.2%,64.4%,46.8%
Miami Masters,8,Hard,13,5,8,38.5%,4,2,2,50.0%,2017,2026,R16,13,0.98,7.4%,6.3%,57.5%,70.8%,48.8%,61.4%,37.7%,49.3%,43.4%
Indian Wells Masters,9,Hard,21,12,9,57.1%,9,5,4,55.6%,2015,2026,F,20,0.98,5.3%,5.0%,59.0%,70.9%,48.2%,61.6%,37.5%,64.2%,46.3%
Dubai,9,Hard,13,4,9,30.8%,8,2,6,25.0%,2015,2026,QF,13,0.91,9.7%,6.4%,56.6%,71.8%,49.8%,62.2%,34.2%,64.0%,30.1%
Doha,7,Hard,25,17,8,68.0%,5,3,2,60.0%,2015,2026,W,25,1.08,6.4%,4.9%,61.5%,69.2%,48.9%,61.3%,41.6%,62.7%,43.6%
Rotterdam,7,Hard,9,2,7,22.2%,2,1,1,50.0%,2015,2026,R16,9,0.74,6.3%,6.8%,51.2%,69.7%,44.4%,57.3%,31.7%,53.1%,40.6%
Montpellier,8,Hard,16,8,8,50.0%,3,1,2,33.3%,2014,2026,QF,16,1.06,6.6%,3.9%,58.8%,69.2%,51.4%,61.9%,40.3%,59.6%,48.4%
