Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Montpellier QF,L vs Rublev,42.9%,52.4%,27.3%,42.9%,75.0%,75.0%,0.0%,75.0%,60.0%,66.7%,0.0%,25.0%,41.7%,33.3%,37
2022 Vienna R32,L vs Medvedev,8.3%,16.7%,47.5%,17.7%,13.3%,23.3%,50.0%,28.3%,60.0%,40.0%,-,0.0%,7.1%,42.9%,-118
2022 Hamburg R32,L vs Karatsev,25.5%,36.2%,26.7%,28.7%,30.4%,43.5%,25.0%,37.0%,100.0%,71.4%,66.7%,26.3%,36.8%,28.6%,111
2022 Halle R32,W vs Rublev,33.8%,50.0%,55.8%,38.2%,48.6%,64.9%,63.2%,56.8%,62.5%,61.9%,50.0%,17.2%,34.5%,50.0%,19
2022 Stuttgart R16,L vs Kyrgios,43.6%,53.5%,43.4%,48.7%,59.7%,72.6%,44.0%,68.1%,74.1%,60.0%,75.0%,20.0%,25.7%,42.9%,76
2022 Doha F,L vs Bautista Agut,19.2%,30.1%,42.9%,24.9%,26.1%,39.1%,50.0%,35.2%,72.0%,85.7%,100.0%,8.3%,16.7%,31.8%,-37
2021 Indian Wells F,L vs Norrie,6.8%,17.6%,53.6%,13.9%,8.9%,24.4%,51.2%,20.7%,75.0%,33.3%,33.3%,3.4%,6.9%,57.1%,-80
2021 Indian Wells SF,W vs Fritz,18.9%,28.9%,58.3%,26.8%,22.2%,33.3%,59.2%,33.5%,47.8%,70.0%,50.0%,11.5%,19.2%,56.5%,-23
2021 US Open R32,L vs Opelka,34.7%,44.2%,44.6%,38.0%,46.5%,58.1%,47.8%,53.7%,57.9%,62.5%,0.0%,28.3%,37.0%,42.4%,96
2021 Canada R16,L vs Hurkacz,36.5%,40.9%,49.2%,38.8%,54.0%,62.0%,52.2%,59.2%,39.1%,63.0%,50.0%,26.3%,28.1%,47.6%,107
2021 Canada R32,W vs De Minaur,26.5%,42.9%,60.6%,35.1%,37.0%,59.3%,64.7%,52.6%,64.3%,53.8%,50.0%,15.8%,26.3%,56.3%,32
2021 Madrid R64,L vs Paire,22.4%,32.8%,47.9%,28.1%,28.1%,40.6%,56.5%,40.0%,76.9%,89.5%,100.0%,19.4%,29.0%,40.0%,70
2021 Munich F,W vs Struff,29.6%,39.4%,68.0%,37.5%,34.0%,42.6%,67.7%,46.0%,71.4%,88.5%,100.0%,20.8%,33.3%,68.4%,-79
2021 Doha F,W vs Bautista Agut,22.6%,30.6%,60.9%,28.9%,39.4%,48.5%,55.0%,51.2%,72.7%,63.6%,-,3.7%,11.1%,65.4%,-79
2020 Hamburg R32,L vs Bautista Agut,9.8%,21.6%,50.0%,16.9%,11.8%,29.4%,53.3%,22.4%,26.3%,46.7%,0.0%,6.7%,6.7%,42.9%,-53
2020 US Open R128,L vs Millman,25.6%,32.9%,45.8%,29.5%,33.3%,41.7%,46.9%,40.0%,62.5%,62.5%,0.0%,15.6%,21.9%,44.4%,10
2020 Rotterdam R32,L vs Rublev,34.0%,37.7%,33.3%,35.8%,52.2%,60.9%,45.5%,56.5%,88.9%,64.3%,100.0%,27.3%,27.3%,25.0%,102
2019 Shanghai R16,L vs Thiem,18.2%,27.3%,46.5%,24.0%,17.6%,29.4%,50.0%,27.1%,71.4%,76.9%,100.0%,21.1%,26.3%,40.0%,65
2019 Metz R16,W vs Maden,38.3%,50.0%,60.6%,42.8%,54.3%,62.9%,68.8%,62.0%,50.0%,52.9%,-,19.0%,38.1%,52.9%,58
2019 US Open R128,W vs Fucsovics,11.7%,18.8%,52.1%,16.2%,16.9%,27.3%,53.1%,26.0%,54.3%,73.8%,66.7%,8.3%,13.3%,50.9%,-36
Career (51 matches),,24.8%,34.8%,50.7%,30.5%,32.2%,44.5%,53.1%,42.1%,58.7%,62.0%,58.3%,17.3%,25.2%,47.5%,47
