Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 Toronto R64,W vs Andreescu,4.0,3.8,4.1,44.6%,60.0%,46.7%,40.0%,51.5%,5.5%,5.0,3.8,6.0,5.1
2024 Australian Open R32,L vs Sabalenka,3.6,4.0,3.2,25.6%,17.4%,80.0%,50.0%,49.5%,9.4%,1.0,2.1,-3.0,-6.3
2023 US Open R128,W vs Jacquemot,4.7,5.1,4.2,51.7%,58.5%,59.1%,48.0%,42.0%,7.4%,19.0,13.9,14.5,7.9
2023 Wimbledon R32,W vs Bogdan,6.4,6.5,6.3,47.3%,56.3%,47.4%,55.4%,44.2%,7.5%,23.5,7.6,8.5,2.3
2023 Roland Garros R16,L vs Swiatek,5.5,6.0,5.1,20.0%,50.0%,20.0%,33.3%,45.0%,13.6%,1.0,2.8,-4.0,-10.5
2023 Roland Garros R32,W vs Andreescu,4.2,4.6,3.8,63.6%,65.2%,50.0%,85.7%,53.7%,2.9%,14.5,18.4,13.5,20.8
2023 Roland Garros R64,W vs Davis,5.7,6.3,5.1,54.3%,50.0%,50.0%,68.4%,53.5%,8.6%,8.0,7.6,11.0,13.6
2023 Roland Garros R128,W vs Krejcikova,4.1,3.9,4.3,58.9%,51.4%,66.7%,40.0%,39.9%,10.1%,8.5,11.0,10.0,9.3
2023 Rome R32,L vs Swiatek,4.4,4.5,4.3,33.3%,57.1%,30.0%,27.3%,44.7%,10.2%,4.0,5.7,-5.5,-7.1
2023 Hua Hin F,L vs Zhu,6.8,6.9,6.7,42.1%,56.4%,47.4%,41.9%,44.8%,8.2%,7.0,4.3,5.5,2.8
2023 Hua Hin SF,W vs Andreescu,5.5,4.9,5.9,55.3%,63.0%,50.0%,61.9%,54.0%,5.5%,13.5,9.2,7.0,6.0
2022 Birmingham R32,L vs Halep,5.0,5.7,4.3,27.1%,61.5%,37.5%,46.2%,52.2%,21.5%,4.0,3.6,-4.0,-4.8
2022 Roland Garros R128,L vs Swiatek,4.6,4.7,4.6,30.3%,26.1%,35.7%,16.7%,45.3%,11.8%,-9.0,-15.3,-3.0,-4.6
2022 Australian Open R128,L vs Barty,4.4,4.9,3.9,37.2%,31.8%,33.3%,22.2%,42.6%,14.6%,-5.5,-8.7,-4.5,-5.9
2020 Australian Open R128,L vs Barty,4.6,5.0,4.2,35.1%,36.4%,45.0%,52.9%,57.5%,22.2%,-3.0,-2.1,3.5,3.9
2019 Roland Garros R32,L vs Halep,4.3,5.0,3.3,33.3%,55.6%,28.6%,12.5%,50.3%,15.0%,-3.0,-4.0,-2.0,-3.1
2019 Indian Wells R32,L vs Sabalenka,4.6,4.8,4.3,50.0%,31.0%,36.8%,36.4%,41.9%,16.9%,2.5,2.8,-6.5,-5.8
2019 Dubai R16,L vs Halep,6.3,6.0,6.6,47.6%,33.3%,52.9%,32.0%,48.7%,7.5%,1.0,0.7,-3.0,-2.1
2019 Doha R16,L vs Halep,4.4,4.8,3.9,47.4%,42.9%,53.3%,33.3%,54.3%,15.4%,-0.5,-0.4,-3.5,-3.6
2019 Brisbane F,L vs Pliskova,4.4,4.1,4.7,50.0%,42.6%,38.9%,63.2%,51.2%,16.6%,-7.5,-4.9,2.0,1.5
Career (44 matches),,4.8,5.0,4.7,45.1%,50.3%,48.7%,48.0%,49.6%,10.1%,2.7,2.1,2.1,1.8
