Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 US Open R128,L vs Stearns,5,25,0.2,3.5%,17.4%,5,19,0.3,3.9%,15.0%,0.8%,3.1%,0.7,18.1%,27.1%
2024 Toronto R64,W vs Andreescu,7,31,0.2,4.6%,20.3%,7,26,0.3,5.0%,18.6%,2.9%,2.1%,0.5,13.1%,24.2%
2024 Wimbledon R128,L vs Gracheva,12,20,0.6,12.6%,21.1%,12,14,0.9,13.5%,15.7%,11.2%,2.2%,0.9,7.4%,8.4%
2024 Australian Open R32,L vs Sabalenka,7,15,0.5,9.0%,19.2%,7,9,0.8,9.7%,12.5%,6.9%,2.8%,2.7,20.5%,7.7%
2023 US Open R64,L vs Alexandrova,6,30,0.2,6.7%,33.7%,6,22,0.3,8.0%,29.3%,5.3%,2.7%,0.5,12.4%,23.6%
2023 US Open R128,W vs Jacquemot,36,33,1.1,20.3%,18.6%,36,30,1.2,21.4%,17.9%,13.1%,8.3%,0.7,11.3%,16.9%
2023 Wimbledon R16,L vs Pegula,11,19,0.6,10.0%,17.3%,11,18,0.6,10.2%,16.7%,6.5%,3.7%,1.2,20.0%,17.3%
2023 Wimbledon R32,W vs Bogdan,28,60,0.5,11.2%,23.9%,28,53,0.5,11.7%,22.2%,7.1%,4.6%,0.4,10.8%,25.5%
2023 Wimbledon R64,W vs Siniakova,14,16,0.9,11.5%,13.1%,14,12,1.2,12.1%,10.3%,6.0%,6.0%,0.3,8.2%,26.2%
2023 Wimbledon R128,W vs Liu,25,33,0.8,12.0%,15.8%,25,26,1.0,12.8%,13.3%,8.7%,4.1%,0.6,15.8%,25.4%
2023 Roland Garros R16,L vs Swiatek,1,10,0.1,3.0%,30.3%,1,9,0.1,3.2%,29.0%,0.0%,3.2%,0.7,15.2%,21.2%
2023 Roland Garros R32,W vs Andreescu,20,13,1.5,23.8%,15.5%,20,12,1.7,25.0%,15.0%,11.3%,12.5%,0.3,8.3%,25.0%
2023 Roland Garros R64,W vs Davis,13,13,1.0,16.3%,16.3%,13,12,1.1,16.9%,15.6%,7.8%,9.1%,0.4,10.0%,26.3%
2023 Roland Garros R128,W vs Krejcikova,13,17,0.8,11.2%,14.7%,13,12,1.1,12.4%,11.4%,6.7%,5.7%,0.5,12.9%,28.4%
2023 Rome R32,L vs Swiatek,2,13,0.2,2.3%,15.1%,2,12,0.2,2.4%,14.6%,1.2%,1.2%,1.3,24.4%,18.6%
2023 Hua Hin F,L vs Zhu,9,29,0.3,7.1%,22.8%,9,26,0.3,7.4%,21.5%,5.0%,2.5%,0.6,16.5%,28.3%
2023 Hua Hin SF,W vs Andreescu,11,24,0.5,9.9%,21.6%,11,19,0.6,10.8%,18.6%,7.8%,2.9%,0.4,11.7%,32.4%
2022 US Open R128,L vs Badosa,17,47,0.4,8.3%,23.0%,15,40,0.4,8.0%,21.4%,3.7%,4.3%,0.4,10.8%,27.9%
2022 Wimbledon R32,L vs Niemeier,20,29,0.7,11.5%,16.7%,19,24,0.8,12.3%,15.6%,7.1%,5.2%,0.6,15.5%,24.7%
2022 Wimbledon R64,W vs Kalinina,21,38,0.6,10.2%,18.5%,21,34,0.6,10.7%,17.3%,7.6%,2.5%,0.3,9.3%,27.8%
Career (86 matches),,1347,2568,0.5,11.5%,22.0%,1251,2212,0.6,11.6%,20.5%,5.6%,4.2%,0.6,12.4%,22.0%
