Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 US Open R128,L vs Stearns,0.99,0.77,57.6,2.0,0.0%,40.6%,0.0%,53.1%,40.0%,42.5%
2024 Toronto R64,W vs Andreescu,1.35,1.30,49.6,7.0,0.0%,43.6%,0.0%,54.5%,40.5%,59.0%
2024 Wimbledon R128,L vs Gracheva,0.87,0.56,42.2,2.8,0.0%,42.3%,0.0%,50.0%,43.5%,25.0%
2024 Australian Open R32,L vs Sabalenka,0.81,0.36,28.7,2.2,0.0%,20.0%,0.0%,42.1%,30.0%,31.6%
2023 US Open R64,L vs Alexandrova,0.88,0.56,38.4,2.2,0.0%,57.7%,0.0%,21.7%,42.9%,31.6%
2023 US Open R128,W vs Jacquemot,1.12,1.29,56.8,3.8,0.0%,54.9%,0.0%,55.3%,51.2%,52.6%
2023 Wimbledon R16,L vs Pegula,0.85,0.50,30.3,2.1,0.0%,36.4%,0.0%,56.7%,24.0%,40.9%
2023 Wimbledon R32,W vs Bogdan,1.01,1.08,134.3,8.8,0.0%,55.2%,0.0%,41.8%,50.8%,58.9%
2023 Wimbledon R64,W vs Siniakova,0.99,1.32,52.8,2.4,0.0%,60.6%,0.0%,50.0%,56.7%,62.1%
2023 Wimbledon R128,W vs Liu,1.16,1.15,70.4,3.4,0.0%,58.3%,0.0%,56.9%,39.1%,44.4%
2023 Roland Garros R32,W vs Andreescu,1.19,2.13,32.0,2.2,0.0%,52.4%,0.0%,77.8%,60.9%,68.2%
2023 Roland Garros R128,W vs Krejcikova,1.10,1.47,48.7,2.2,0.0%,56.7%,0.0%,63.3%,65.5%,40.7%
2023 Hua Hin F,L vs Zhu,0.88,0.78,58.6,3.0,0.0%,38.7%,0.0%,39.3%,57.1%,51.5%
2022 US Open R128,L vs Badosa,0.89,0.85,68.2,5.5,2.0%,57.1%,2.3%,50.0%,43.9%,44.4%
2022 Wimbledon R32,L vs Niemeier,0.83,0.77,67.0,3.3,0.0%,29.3%,2.6%,44.7%,63.3%,54.3%
2022 Wimbledon R64,W vs Kalinina,1.09,1.17,72.9,5.2,0.0%,51.9%,0.0%,72.9%,38.2%,44.0%
2022 Wimbledon R128,W vs Burrage,1.13,1.76,47.1,2.3,0.0%,73.1%,0.0%,69.6%,32.1%,57.7%
2022 Birmingham R32,L vs Halep,0.93,0.60,43.4,2.3,3.8%,53.8%,0.0%,31.8%,35.7%,37.0%
2022 Roland Garros R128,L vs Swiatek,0.70,0.28,23.8,2.0,0.0%,28.6%,0.0%,31.6%,15.8%,41.2%
2022 Australian Open R128,L vs Barty,0.77,0.38,29.3,2.0,0.0%,40.0%,0.0%,33.3%,29.2%,33.3%
2024 (4 matches),,1.05,0.78,47.1,2.7,0.0%,38.5%,0.0%,50.9%,39.2%,43.2%
2023 (9 matches),,1.03,1.08,68.1,2.7,0.0%,53.1%,0.0%,50.8%,49.8%,51.2%
2022 (7 matches),,0.93,0.80,57.0,2.8,0.9%,48.5%,0.9%,51.4%,40.8%,45.6%
2020 (1 matches),,1.20,0.73,50.9,4.0,0.0%,40.5%,2.9%,45.7%,41.0%,27.3%
2019 (25 matches),,1.00,0.95,53.8,2.5,1.5%,53.9%,2.1%,52.1%,43.1%,46.3%
Career (275 matches),,1.01,1.01,58.3,2.7,1.8%,54.6%,1.6%,53.4%,45.4%,46.3%
