Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 Toronto R64,W vs Andreescu,20.8%,20.8%,38.5%,25.0%,25.0%,45.5%,16.7%,40.0%,66.7%,17.4%,17.4%,26.3%,20.0%,38.5%,25.0%,46
2024 Australian Open R32,L vs Sabalenka,10.3%,12.8%,27.6%,7.7%,11.5%,29.2%,8.3%,64.3%,57.1%,28.6%,28.6%,20.0%,33.3%,25.0%,0.0%,58
2023 US Open R128,W vs Jacquemot,22.4%,28.6%,43.8%,18.4%,25.0%,45.2%,15.4%,10.8%,18.2%,42.1%,47.4%,36.4%,0.0%,7.7%,-,61
2023 Wimbledon R32,W vs Bogdan,6.7%,11.9%,47.5%,9.1%,16.2%,46.7%,18.2%,18.2%,37.5%,0.0%,0.0%,50.0%,0.0%,5.0%,0.0%,-119
2023 Roland Garros R16,L vs Swiatek,0.0%,0.0%,26.7%,0.0%,0.0%,33.3%,0.0%,66.7%,50.0%,0.0%,0.0%,22.2%,0.0%,80.0%,100.0%,-119
2023 Roland Garros R32,W vs Andreescu,20.5%,28.2%,56.7%,21.1%,36.8%,53.3%,0.0%,41.7%,-,21.1%,21.1%,60.0%,0.0%,0.0%,0.0%,-43
2023 Roland Garros R64,W vs Davis,7.9%,10.5%,44.1%,10.3%,13.8%,46.2%,58.3%,41.2%,50.0%,0.0%,0.0%,37.5%,85.7%,0.0%,-,-119
2023 Roland Garros R128,W vs Krejcikova,18.3%,23.3%,56.8%,22.2%,28.9%,57.1%,36.4%,47.8%,50.0%,10.0%,10.0%,55.6%,50.0%,50.0%,0.0%,-42
2023 Rome R32,L vs Swiatek,12.8%,12.8%,31.6%,17.9%,17.9%,39.1%,11.8%,72.7%,100.0%,6.3%,6.3%,20.0%,40.0%,54.5%,66.7%,-51
2023 Hua Hin F,L vs Zhu,3.4%,5.1%,38.9%,2.6%,5.1%,36.8%,0.0%,10.5%,0.0%,5.9%,5.9%,43.8%,14.3%,0.0%,0.0%,-61
2023 Hua Hin SF,W vs Andreescu,19.6%,25.5%,50.0%,17.6%,26.5%,60.7%,5.6%,25.0%,0.0%,33.3%,33.3%,12.5%,60.0%,0.0%,0.0%,152
2022 Birmingham R32,L vs Halep,8.3%,14.6%,39.5%,4.2%,16.7%,52.2%,23.1%,36.4%,0.0%,13.0%,13.0%,25.0%,55.6%,14.3%,33.3%,-54
2022 Roland Garros R128,L vs Swiatek,17.5%,17.5%,15.2%,14.3%,14.3%,20.8%,13.3%,38.5%,25.0%,25.0%,25.0%,0.0%,0.0%,57.1%,33.3%,-104
2022 Australian Open R128,L vs Barty,10.5%,18.4%,30.3%,4.5%,13.6%,33.3%,15.4%,77.8%,100.0%,20.0%,26.7%,25.0%,0.0%,62.5%,100.0%,-28
2020 Australian Open R128,L vs Barty,11.1%,13.9%,41.8%,15.2%,17.4%,41.0%,36.0%,33.3%,40.0%,5.9%,11.8%,43.8%,0.0%,16.7%,-,-74
2019 Roland Garros R32,L vs Halep,2.0%,8.0%,29.5%,0.0%,9.7%,41.9%,38.9%,23.1%,25.0%,7.1%,7.1%,0.0%,0.0%,25.0%,0.0%,-58
2019 Indian Wells R32,L vs Sabalenka,15.9%,25.4%,36.7%,17.4%,30.4%,39.5%,43.5%,47.8%,100.0%,15.4%,15.4%,27.3%,0.0%,37.5%,-,17
2019 Dubai R16,L vs Halep,11.7%,23.3%,39.2%,14.3%,28.6%,44.4%,55.0%,27.3%,25.0%,6.3%,12.5%,26.7%,28.6%,11.1%,0.0%,-55
2019 Doha R16,L vs Halep,19.4%,25.4%,39.6%,20.4%,28.6%,33.3%,52.0%,41.7%,50.0%,25.0%,25.0%,66.7%,16.7%,16.7%,0.0%,73
2019 Brisbane F,L vs Pliskova,29.1%,33.7%,39.0%,32.1%,39.3%,44.7%,20.0%,51.6%,66.7%,25.0%,25.0%,28.6%,78.6%,28.6%,50.0%,-23
Career (44 matches),,16.4%,22.8%,43.5%,18.1%,26.3%,45.4%,38.7%,38.4%,45.4%,16.3%,20.0%,39.0%,37.7%,26.2%,23.5%,35
