Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,4,3,1,75.0%,6-3,66.7%,48-37,56.5%,0-0,-,4,57.1%,55.8%,0.7%,5.9%,66.3%,58.6%,41.7%,52.9%,51.5%,52.2%,1.09,SF (Midland 125)
2023,4,3,1,75.0%,6-2,75.0%,48-33,59.3%,1-1,50.0%,0,,,,,,,,,,,,SF (W60 Canberra)
2022,1,0,1,0.0%,0-2,0.0%,10-13,43.5%,0-1,0.0%,1,36.4%,54.5%,4.5%,6.0%,62.7%,47.6%,28.0%,40.3%,50.0%,45.9%,0.84,R32 (Marbella 125)
2021,3,1,2,33.3%,4-3,57.1%,36-31,53.7%,0-0,-,1,46.2%,53.8%,0.0%,5.1%,72.7%,47.2%,51.9%,48.5%,52.0%,50.3%,1.01,R16 (W100+H Dubai)
2020,10,8,2,80.0%,17-7,70.8%,125-93,57.3%,1-0,100.0%,5,55.9%,50.0%,0.7%,5.7%,67.4%,59.7%,40.2%,53.3%,50.1%,51.8%,1.07,F (W100 Cairo)
2014,37,23,14,62.2%,51-36,58.6%,451-390,53.6%,4-8,33.3%,3,-,-,1.9%,8.5%,58.7%,65.1%,35.5%,52.9%,50.4%,51.6%,1.07,F (Vancouver BC 100K)
2013,3,1,2,33.3%,4-4,50.0%,38-41,48.1%,2-0,100.0%,0,,,,,,,,,,,,R16 (Osprey FL 50K)
2012,9,6,3,66.7%,13-9,59.1%,104-90,53.6%,0-1,0.0%,0,,,,,,,,,,,,F (Telavi 50K)
2011,33,25,8,75.8%,51-13,79.7%,361-212,63.0%,3-2,60.0%,0,,,,,,,,,,,,W (3x)
2010,39,26,13,66.7%,55-32,63.2%,449-354,55.9%,5-5,50.0%,0,,,,,,,,,,,,W (Minsk 25K)
2009,26,13,13,50.0%,30-28,51.7%,306-274,52.8%,5-6,45.5%,0,,,,,,,,,,,,QF (4x)
2008,39,29,10,74.4%,61-25,70.9%,460-320,59.0%,3-3,50.0%,0,,,,,,,,,,,,W (2x)
2007,11,7,4,63.6%,14-9,60.9%,119-88,57.5%,1-0,100.0%,0,,,,,,,,,,,,F (Baku 10K)
Career,219,145,74,66.2%,312-173,64.3%,2555-1976,56.4%,25-27,48.1%,14,53.6%,52.8%,1.1%,6.3%,65.3%,58.6%,39.3%,51.9%,50.7%,51.3%,1.06,
