Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Toronto R64,W vs Andreescu,1.4%,100.0%,4.6%,71.4%,10.1%,8.7%,16.7%,7.5%,27.3%,0.8%,0.0%,-19,-5
2024 Australian Open R32,L vs Sabalenka,0.0%,-,6.4%,80.0%,15.0%,40.0%,0.0%,6.1%,50.0%,0.0%,-,-21,-10
2023 US Open R128,W vs Jacquemot,0.0%,-,10.2%,55.6%,24.5%,22.6%,33.3%,9.4%,35.3%,1.4%,20.0%,10,-3
2023 Wimbledon R32,W vs Bogdan,0.0%,-,6.8%,70.6%,11.2%,23.3%,0.0%,7.0%,16.9%,0.0%,-,-59,-64
2023 Roland Garros R16,L vs Swiatek,0.0%,-,6.1%,50.0%,6.3%,8.3%,0.0%,0.0%,0.0%,1.3%,100.0%,-48,-72
2023 Roland Garros R32,W vs Andreescu,0.0%,-,10.7%,77.8%,13.6%,16.7%,0.0%,22.7%,50.0%,0.0%,-,81,33
2023 Roland Garros R64,W vs Davis,0.0%,-,8.8%,100.0%,8.8%,4.8%,0.0%,9.5%,14.3%,1.0%,50.0%,-53,-71
2023 Roland Garros R128,W vs Krejcikova,0.0%,-,6.0%,85.7%,16.9%,29.4%,0.0%,8.8%,33.3%,0.5%,100.0%,-58,-27
2023 Rome R32,L vs Swiatek,0.0%,-,6.7%,100.0%,15.0%,44.4%,0.0%,0.0%,0.0%,0.6%,0.0%,-96,-96
2023 Hua Hin F,L vs Zhu,0.0%,-,5.5%,71.4%,6.6%,6.1%,0.0%,6.3%,18.5%,0.3%,0.0%,-108,-111
2023 Hua Hin SF,W vs Andreescu,0.0%,-,6.3%,85.7%,8.9%,10.0%,0.0%,6.7%,14.3%,0.0%,-,-82,-54
2022 Birmingham R32,L vs Halep,0.0%,-,4.9%,80.0%,12.3%,33.3%,0.0%,6.4%,21.4%,1.8%,25.0%,-12,-41
2022 Roland Garros R128,L vs Swiatek,0.0%,-,1.3%,100.0%,6.0%,16.7%,0.0%,4.7%,10.0%,1.4%,0.0%,-136,-156
2022 Australian Open R128,L vs Barty,0.0%,-,6.0%,40.0%,7.0%,11.8%,0.0%,3.8%,0.0%,0.0%,-,-10,-38
2020 Australian Open R128,L vs Barty,0.0%,-,15.3%,50.0%,5.5%,2.0%,0.0%,4.5%,0.0%,1.8%,0.0%,-74,-45
2019 Roland Garros R32,L vs Halep,0.0%,-,5.9%,80.0%,15.4%,20.8%,0.0%,5.7%,18.2%,0.0%,-,108,54
2019 Indian Wells R32,L vs Sabalenka,0.0%,-,4.1%,40.0%,7.0%,10.0%,0.0%,4.6%,11.5%,0.9%,50.0%,-76,-61
2019 Dubai R16,L vs Halep,0.0%,-,8.1%,66.7%,7.0%,5.9%,0.0%,6.4%,21.9%,0.0%,-,-53,-61
2019 Doha R16,L vs Halep,0.0%,-,5.2%,57.1%,10.9%,28.6%,0.0%,4.9%,8.3%,0.4%,0.0%,9,19
2019 Brisbane F,L vs Pliskova,0.0%,-,4.6%,75.0%,8.4%,14.3%,0.0%,10.6%,31.8%,0.3%,0.0%,32,41
Career (44 matches),,0.1%,66.7%,6.8%,66.8%,9.1%,13.9%,7.8%,7.5%,18.1%,0.3%,18.4%,-33,-29
