Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
19,Patty Schnyder [SUI],13,6,68.4%,4,2,2,50.0%,1998,2008,2,0.91,5.4%,10.1%,61.3%,69.9%,38.5%,57.7%,38.6%,57.1%,33.3%
17,Elena Dementieva [RUS],10,7,58.8%,4,2,2,50.0%,1998,2009,7,0.92,2.8%,6.7%,55.4%,66.2%,38.3%,53.8%,42.5%,59.8%,44.1%
16,Lindsay Davenport [USA],4,12,25.0%,4,2,2,50.0%,1998,2006,2,1.02,5.8%,4.2%,66.7%,72.2%,39.7%,61.4%,39.3%,68.4%,63.6%
15,Kim Clijsters [BEL],7,8,46.7%,3,2,1,66.7%,1999,2007,4,1.03,3.2%,4.5%,62.5%,68.9%,44.8%,59.9%,41.4%,66.7%,44.8%
14,Justine Henin [BEL],6,8,42.9%,6,3,3,50.0%,1999,2007,6,0.74,4.1%,5.9%,59.9%,51.9%,46.6%,49.8%,37.0%,59.0%,55.6%
14,Martina Hingis [SUI],7,7,50.0%,3,2,1,66.7%,1998,2006,3,1.22,4.5%,4.5%,67.2%,61.4%,48.1%,57.1%,52.2%,61.8%,54.1%
12,Serena Williams [USA],2,10,16.7%,7,2,5,28.6%,1999,2008,5,0.77,2.2%,7.1%,62.8%,56.7%,43.8%,51.9%,37.1%,39.0%,29.3%
11,Ai Sugiyama [JPN],11,0,100.0%,3,2,1,66.7%,2000,2009,2,1.24,4.5%,9.1%,57.6%,67.1%,41.1%,56.1%,54.3%,68.8%,64.7%
11,Jennifer Capriati [USA],7,4,63.6%,3,3,0,100.0%,2001,2004,0,,,,,,,,,,
10,Nadia Petrova [RUS],6,4,60.0%,1,0,1,0.0%,2005,2007,5,1.01,5.7%,5.0%,68.0%,66.2%,51.0%,61.3%,39.1%,56.7%,41.4%
10,Mary Pierce [FRA],6,4,60.0%,3,3,0,100.0%,1999,2006,4,0.91,5.2%,5.7%,50.8%,67.2%,47.8%,57.7%,38.7%,67.5%,48.1%
9,Svetlana Kuznetsova [RUS],5,4,55.6%,5,2,3,40.0%,2004,2009,5,0.80,2.1%,3.7%,68.5%,57.5%,49.2%,54.9%,36.0%,55.6%,32.1%
9,Francesca Schiavone [ITA],4,5,44.4%,4,2,2,50.0%,2002,2009,4,1.03,5.7%,9.3%,61.7%,72.1%,42.5%,60.8%,40.5%,56.0%,30.0%
9,Vera Zvonareva [RUS],8,1,88.9%,1,1,0,100.0%,2003,2009,2,0.98,6.7%,13.4%,49.4%,74.1%,44.6%,59.1%,40.0%,38.5%,46.7%
9,Nathalie Dechy [FRA],6,3,66.7%,1,0,1,0.0%,1999,2008,6,1.14,6.3%,6.9%,59.7%,67.9%,43.9%,58.2%,47.5%,61.4%,44.6%
