Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,41,27,14,65.9%,59-39,60.2%,494-416,54.3%,5-6,45.5%,34,-,-,5.1%,7.1%,60.2%,66.6%,46.3%,58.5%,44.3%,51.5%,1.07,W (Paris)
2008,51,32,19,62.7%,70-50,58.3%,608-514,54.2%,8-9,47.1%,45,-,-,4.2%,8.1%,61.5%,66.6%,41.6%,56.9%,46.7%,51.8%,1.08,SF (2x)
2007,43,28,15,65.1%,63-37,63.0%,536-431,55.4%,6-9,40.0%,36,-,-,6.2%,6.7%,61.7%,69.2%,44.9%,59.9%,44.1%,52.0%,1.10,W (Antwerp)
2006,66,51,15,77.3%,104-44,70.3%,778-551,58.5%,8-4,66.7%,55,-,-,3.9%,4.4%,64.5%,66.3%,47.2%,59.5%,46.7%,53.2%,1.15,W (4x)
2005,73,56,17,76.7%,117-45,72.2%,852-609,58.3%,7-2,77.8%,25,-,-,4.7%,6.4%,57.8%,71.5%,48.7%,61.9%,46.4%,54.5%,1.22,W (4x)
2004,75,63,12,84.0%,132-35,79.0%,946-572,62.3%,9-5,64.3%,20,-,-,7.3%,6.6%,58.2%,74.0%,48.7%,63.4%,48.8%,55.7%,1.33,W (4x)
2003,70,53,17,75.7%,108-45,70.6%,797-607,56.8%,13-4,76.5%,11,-,-,4.6%,5.6%,62.5%,72.6%,53.5%,65.4%,48.1%,56.1%,1.39,W (2x)
2002,64,48,16,75.0%,104-37,73.8%,779-534,59.3%,10-5,66.7%,0,,,,,,,,,,,,W (2x)
2001,59,46,13,78.0%,96-39,71.1%,734-527,58.2%,10-3,76.9%,0,,,,,,,,,,,,W (4x)
2000,38,25,13,65.8%,54-30,64.3%,459-345,57.1%,4-8,33.3%,0,,,,,,,,,,,,W (Sydney)
1999,48,33,15,68.8%,66-41,61.7%,533-445,54.5%,5-6,45.5%,0,,,,,,,,,,,,W (Bratislava)
1998,40,20,20,50.0%,41-41,50.0%,380-376,50.3%,6-4,60.0%,0,,,,,,,,,,,,F (Berlin)
1997,10,4,6,40.0%,11-11,50.0%,102-103,49.8%,1-2,33.3%,0,,,,,,,,,,,,R16 (2x)
1996,4,2,2,50.0%,5-5,50.0%,48-50,49.0%,0-0,-,0,,,,,,,,,,,,R16 (Rosmalen)
1995,1,0,1,0.0%,1-2,33.3%,10-13,43.5%,0-0,-,0,,,,,,,,,,,,R128 (Roland Garros)
Career,683,488,195,71.4%,1031-501,67.3%,8056-6093,56.9%,92-67,57.9%,226,-,-,4.9%,6.5%,61.4%,68.2%,45.9%,59.6%,46.1%,52.9%,1.14,
