Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2009 Paris F,W vs Dementieva,1.29,1.15,66.2,3.4,3.4%,55.2%,1.9%,52.8%,38.0%,44.2%
2009 Fed Cup RR,L vs Pennetta,0.90,0.90,74.2,12.8,0.0%,59.3%,2.0%,49.0%,42.9%,49.1%
2006 WTA Tour Championships F,L vs Henin,1.04,0.77,55.8,2.3,5.3%,42.1%,0.0%,47.1%,42.3%,39.1%
2006 US Open SF,L vs Sharapova,1.12,0.67,49.8,2.3,2.9%,41.2%,0.0%,53.3%,32.4%,31.0%
2006 New Haven QF,L vs Davenport,0.91,0.71,51.6,2.2,6.1%,60.6%,3.4%,37.9%,32.4%,46.9%
2006 Wimbledon F,W vs Henin,1.14,1.22,60.1,4.0,15.2%,60.9%,2.3%,65.1%,42.6%,36.4%
2006 Wimbledon QF,W vs Myskina,1.06,1.62,47.4,2.4,11.1%,72.2%,10.0%,70.0%,46.2%,41.7%
2005 WTA Tour Championships F,W vs Pierce,1.11,1.04,80.3,4.1,5.4%,60.8%,5.8%,58.0%,40.7%,34.7%
2005 Fed Cup RR,L vs Dementieva,0.94,0.86,67.2,2.1,0.0%,51.9%,2.0%,45.1%,50.0%,44.2%
2005 US Open QF,L vs Pierce,0.94,0.56,43.0,2.1,8.0%,52.0%,4.3%,56.5%,30.8%,22.7%
2005 Wimbledon QF,W vs Myskina,0.99,1.60,51.5,2.1,3.8%,73.1%,0.0%,66.7%,45.2%,51.7%
2005 Rome F,W vs Schnyder,1.21,1.16,68.6,6.9,2.3%,65.9%,5.0%,57.5%,42.2%,30.0%
2004 WTA Tour Championships RR,W vs Sharapova,1.10,1.24,65.7,2.3,11.8%,55.9%,3.2%,58.1%,46.8%,50.0%
2004 Olympics F,L vs Henin,0.91,0.59,41.6,2.3,5.7%,51.4%,6.3%,56.3%,35.7%,24.0%
2004 Olympics SF,W vs Molik,1.09,1.16,74.2,3.1,8.3%,62.5%,8.9%,68.9%,28.9%,44.4%
2004 Montreal F,W vs Likhovtseva,1.02,1.92,39.9,2.3,8.7%,78.3%,9.5%,57.1%,60.9%,59.1%
2004 Amelia Island F,L vs Davenport,0.75,0.64,38.8,2.4,0.0%,61.3%,0.0%,37.0%,40.0%,45.2%
2003 Fed Cup RR,W vs Myskina,1.02,1.16,73.4,6.6,3.6%,60.7%,3.8%,54.7%,40.0%,56.5%
2003 WTA Tour Championships F,L vs Clijsters,0.93,0.46,33.7,2.4,0.0%,31.8%,0.0%,40.0%,33.3%,30.0%
2003 Rome F,L vs Clijsters,0.86,0.81,55.1,19.1,0.0%,60.5%,0.0%,55.3%,35.4%,43.2%
2009 (2 matches),,1.09,1.04,70.3,5.4,1.8%,57.1%,1.9%,51.0%,40.6%,46.9%
2006 (5 matches),,1.06,0.93,53.3,2.5,8.6%,55.6%,3.0%,55.4%,39.3%,39.0%
2005 (5 matches),,1.06,1.01,66.5,2.8,3.6%,60.1%,3.9%,55.6%,42.9%,37.5%
2004 (5 matches),,0.99,1.04,54.9,2.4,7.0%,60.8%,5.8%,57.1%,41.5%,44.9%
2003 (3 matches),,0.95,0.85,59.4,4.8,1.7%,55.4%,1.8%,52.3%,37.0%,46.4%
Career (25 matches),,1.02,0.95,61.1,2.9,4.9%,57.5%,3.8%,55.1%,40.5%,40.9%
