Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Curitiba CH R16,W vs Sell,29% (5/17),60% (3/5),0/3,25% (4/16),25% (1/4),1/2,0/0,1/1,0/0,1/1
2023 Rio De Janeiro R32,L vs Alcaraz,20% (2/10),100% (2/2),1/4,40% (4/10),0% (0/4),0/2,0/0,2/2,0/0,1/1
2019 M15 Sunrise FL R32,L vs Kozlov,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/0
2024 (1 matches),,29.4%,60.0%,0.0%,25.0%,25.0%,50.0%,-,100.0%,-,100.0%
2023 (1 matches),,20.0%,100.0%,25.0%,40.0%,0.0%,0.0%,-,100.0%,-,100.0%
2019 (1 matches),,37.5%,66.7%,40.0%,75.0%,0.0%,50.0%,-,0.0%,-,-
Career (3 matches),,28.6%,70.0%,25.0%,41.2%,7.1%,33.3%,-,75.0%,-,100.0%
