Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 W75 Sao Paulo QF,L vs Pigossi,0.87,0.65,38.0,2.1,3.2%,45.2%,0.0%,37.9%,51.7%,34.6%
2021 W25 Platja D'Aro F,L vs Masarova,0.92,0.81,65.2,2.2,0.0%,45.0%,0.0%,38.9%,59.2%,42.9%
2019 W25 Las Palmas de Gran Canaria R32,W vs Payola,1.06,1.56,40.2,2.2,-,52.2%,-,60.0%,64.0%,65.4%
2019 W25 Getxo SF,L vs Papamichail,0.98,0.89,70.2,3.5,-,52.5%,-,46.4%,40.4%,52.0%
2019 W25 Getxo QF,W vs Komardina,1.11,1.99,36.2,2.5,-,60.7%,-,60.0%,73.7%,68.4%
2019 W25 Getxo R16,W vs Noel,0.85,2.02,36.6,2.0,-,75.0%,-,64.7%,71.4%,70.0%
2019 W25 Getxo R32,W vs Mihalikova,1.21,1.36,47.9,2.2,-,61.3%,-,51.9%,47.1%,50.0%
2019 W25 Ystad R32,L vs Kan,1.01,0.77,43.6,2.6,-,44.4%,-,46.2%,35.5%,48.1%
2019 W60 Barcelona QF,L vs Hogenkamp,0.83,0.46,36.1,2.0,-,46.7%,-,53.6%,39.1%,14.3%
2019 W25 Monzon R16,W vs Stojanovic,1.11,1.46,41.8,2.0,0.0%,60.0%,0.0%,55.2%,53.1%,58.1%
2019 W60 Les Franqueses del Valles R32,L vs Sanchez,0.84,0.74,54.4,3.8,0.0%,55.2%,0.0%,53.8%,38.5%,41.7%
2019 W25 Tunis QF,L vs Ormaechea,1.03,0.63,43.9,2.4,3.8%,46.2%,0.0%,31.8%,37.5%,36.4%
2019 W25 Tunis R16,W vs Mansouri,1.06,1.27,54.8,4.7,0.0%,51.2%,0.0%,71.1%,52.3%,41.5%
2019 W25 Tunis R32,W vs Rosca,1.11,1.20,64.1,6.6,2.4%,54.8%,2.7%,51.4%,45.3%,56.0%
2019 W25 Plantation FL R32,L vs Lazaro Garcia,1.01,0.76,57.3,2.1,0.0%,43.5%,0.0%,56.5%,28.6%,47.1%
2019 W25 Daytona Beach FL R32,L vs Li,0.90,0.72,52.6,2.4,3.3%,46.7%,0.0%,46.4%,40.6%,45.2%
2017 Nules $25K R16,L vs Ruse,0.91,0.67,40.4,2.4,0.0%,37.9%,0.0%,37.0%,48.0%,43.5%
2017 Nules $25K R32,W vs Gamiz,1.12,1.16,76.2,4.1,6.4%,57.4%,0.0%,59.1%,38.5%,48.0%
2017 Castellon $15K R16,L vs Andrianjafitrimo,0.98,0.85,68.5,3.5,0.0%,42.2%,0.0%,41.5%,44.0%,57.4%
2017 Castellon $15K R32,W vs Naya,1.00,1.29,60.7,4.1,2.5%,62.5%,0.0%,63.9%,47.7%,47.6%
2024 (1 matches),,0.87,0.65,38.0,2.1,3.2%,45.2%,0.0%,37.9%,51.7%,34.6%
2021 (1 matches),,0.92,0.81,65.2,2.2,0.0%,45.0%,0.0%,38.9%,59.2%,42.9%
2019 (14 matches),,1.02,1.03,51.5,2.6,0.6%,52.8%,0.2%,53.4%,45.8%,49.5%
2017 (37 matches),,1.05,1.08,58.0,2.7,1.3%,51.3%,0.2%,50.6%,49.3%,52.1%
2016 (40 matches),,1.03,1.13,55.5,2.5,1.1%,54.9%,0.6%,51.4%,51.6%,51.4%
Career (115 matches),,1.04,1.07,57.0,2.6,1.1%,52.5%,0.6%,51.4%,49.0%,50.4%
