Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,97,44,53,45.4%,120-139,46.3%,1234-1303,48.6%,23-18,56.1%,89,72.7%,24.2%,5.9%,4.0%,55.4%,71.0%,46.5%,60.0%,38.1%,49.2%,0.95
Clay,327,196,131,59.9%,464-321,59.1%,3977-3435,53.7%,47-44,51.6%,289,72.6%,35.3%,5.1%,3.1%,55.4%,68.5%,50.0%,60.3%,43.6%,51.8%,1.10
Grass,8,3,5,37.5%,13-20,39.4%,147-167,46.8%,3-1,75.0%,7,76.6%,18.3%,4.5%,5.5%,58.0%,73.2%,40.9%,59.6%,36.4%,48.3%,0.90
Carpet,24,5,19,20.8%,19-39,32.8%,255-312,45.0%,3-5,37.5%,24,72.5%,17.9%,6.9%,2.9%,55.0%,69.3%,48.7%,60.0%,35.8%,48.0%,0.89
Grand Slams,50,25,25,50.0%,89-92,49.2%,866-851,50.4%,9-9,50.0%,46,74.2%,26.6%,5.6%,3.4%,58.5%,72.0%,45.5%,61.0%,39.6%,50.3%,1.01
Masters,79,41,38,51.9%,97-87,52.7%,899-863,51.0%,13-12,52.0%,78,71.0%,31.1%,4.3%,3.0%,57.0%,66.9%,49.5%,59.4%,41.8%,50.5%,1.03
Other Tours,318,177,141,55.7%,413-326,55.9%,3693-3372,52.3%,53-46,53.5%,285,72.8%,32.2%,5.7%,3.5%,54.3%,69.3%,49.3%,60.2%,42.1%,51.1%,1.06
Best of 5,62,31,31,50.0%,110-113,49.3%,1070-1040,50.7%,10-13,43.5%,51,74.1%,26.2%,5.6%,3.4%,57.9%,72.2%,45.7%,61.0%,39.5%,50.2%,1.01
Best of 3,394,217,177,55.1%,506-406,55.5%,4543-4177,52.1%,66-55,54.5%,358,72.4%,32.2%,5.4%,3.4%,54.9%,68.7%,49.4%,60.0%,42.1%,51.0%,1.05
Finals,14,7,7,50.0%,18-21,46.2%,187-180,51.0%,1-4,20.0%,13,68.6%,32.0%,5.7%,3.8%,52.7%,71.1%,44.1%,58.3%,42.5%,50.3%,1.02
Semi-finals,23,13,10,56.5%,30-24,55.6%,264-265,49.9%,7-3,70.0%,23,72.6%,26.5%,5.6%,3.1%,52.8%,69.4%,50.4%,60.5%,40.2%,50.2%,1.02
Quarter-finals,47,23,24,48.9%,54-51,51.4%,533-506,51.3%,7-9,43.8%,45,73.9%,30.6%,4.5%,2.4%,54.5%,67.7%,51.6%,60.3%,41.8%,51.0%,1.05
vs Righties,376,203,173,54.0%,508-429,54.2%,4643-4283,52.0%,63-60,51.2%,340,72.9%,31.5%,5.4%,3.3%,55.5%,69.4%,48.8%,60.2%,41.8%,51.0%,1.05
vs Lefties,79,44,35,55.7%,107-89,54.6%,959-923,51.0%,12-8,60.0%,69,71.9%,29.2%,5.5%,3.7%,55.4%,68.9%,48.5%,59.8%,40.7%,50.1%,1.01
vs Top 10,35,11,24,31.4%,33-59,35.9%,403-485,45.4%,6-8,42.9%,33,67.4%,25.3%,4.9%,2.9%,55.4%,69.3%,43.9%,58.0%,39.3%,48.6%,0.93
