Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Alberto Berasategui [ESP],3,8,27.3%,3,2,1,66.7%,1993,1997,10,0.93,4.7%,4.1%,59.3%,63.2%,37.8%,52.8%,44.1%,49.0%,49.3%
8,Slava Dosedel [CZE],5,3,62.5%,1,1,0,100.0%,1990,1998,4,0.93,3.8%,2.1%,56.5%,62.4%,43.3%,54.1%,42.6%,52.9%,43.8%
8,Andrei Cherkasov [RUS],7,1,87.5%,0,0,0,-,1990,1998,6,1.37,7.4%,3.4%,50.7%,75.1%,54.1%,64.8%,48.3%,60.0%,47.1%
8,Renzo Furlan [ITA],6,2,75.0%,2,1,1,50.0%,1988,1997,6,1.14,7.6%,1.9%,53.0%,69.3%,52.9%,61.6%,43.6%,52.8%,46.4%
8,Magnus Gustafsson [SWE],2,6,25.0%,2,1,1,50.0%,1991,1997,8,0.97,4.0%,3.4%,51.9%,65.5%,51.2%,58.7%,40.0%,59.0%,41.9%
8,Thomas Muster [AUT],1,7,12.5%,3,2,1,66.7%,1991,1997,6,0.81,5.5%,3.9%,52.3%,67.4%,38.9%,53.8%,37.3%,50.0%,35.6%
8,Wayne Ferreira [RSA],3,5,37.5%,5,3,2,60.0%,1992,1997,8,0.90,2.8%,3.3%,59.4%,70.0%,46.7%,60.6%,35.3%,56.3%,42.6%
7,Alex Corretja [ESP],3,4,42.9%,3,1,2,33.3%,1994,1998,7,0.99,2.4%,3.0%,53.9%,67.7%,45.1%,57.3%,42.4%,62.7%,40.9%
7,Tomas Carbonell [ESP],5,2,71.4%,0,0,0,-,1989,1998,5,1.17,6.8%,3.1%,53.1%,65.8%,55.5%,61.0%,45.8%,50.0%,54.3%
7,Javier Sanchez [ESP],3,4,42.9%,2,1,1,50.0%,1990,1998,5,1.23,5.3%,0.6%,50.9%,78.2%,55.4%,67.0%,40.6%,56.3%,45.5%
7,Sergi Bruguera [ESP],2,5,28.6%,4,0,4,0.0%,1991,1998,7,0.94,3.1%,2.2%,49.7%,68.7%,41.5%,55.0%,42.5%,54.5%,49.1%
7,Francisco Clavet [ESP],4,3,57.1%,1,1,0,100.0%,1990,1995,6,1.18,6.3%,2.0%,50.9%,75.9%,51.0%,63.7%,42.9%,57.1%,47.7%
6,Nicolas Lapentti [ECU],1,5,16.7%,3,3,0,100.0%,1997,1998,5,0.83,4.1%,5.1%,52.1%,68.2%,39.5%,54.4%,37.9%,56.7%,43.6%
6,Fabrice Santoro [FRA],2,4,33.3%,1,0,1,0.0%,1991,1998,5,0.88,4.5%,2.9%,55.5%,58.7%,44.9%,52.6%,41.6%,56.9%,44.1%
6,Carlos Moya [ESP],3,3,50.0%,3,2,1,66.7%,1995,1998,4,1.14,2.5%,2.5%,53.9%,69.5%,51.7%,61.3%,44.0%,57.1%,50.0%
