Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1999,11,1,10,9.1%,6-22,21.4%,113-150,43.0%,1-1,50.0%,11,62.0%,24.2%,7.0%,4.0%,55.0%,68.0%,44.6%,57.5%,37.9%,47.5%,0.89,R16 (Orlando)
1998,45,21,24,46.7%,55-52,51.4%,516-500,50.8%,6-7,46.2%,45,71.6%,29.3%,5.7%,4.2%,54.5%,69.5%,45.8%,58.7%,40.2%,49.5%,0.97,SF (San Marino)
1997,43,20,23,46.5%,48-54,47.1%,462-493,48.4%,4-3,57.1%,43,67.9%,28.7%,3.6%,3.1%,58.3%,64.3%,47.7%,57.4%,40.7%,49.0%,0.95,SF (2x)
1996,52,27,25,51.9%,64-64,50.0%,603-595,50.3%,5-5,50.0%,49,66.1%,34.3%,4.3%,3.5%,56.2%,66.6%,45.4%,57.3%,43.1%,50.1%,1.01,F (Bologna)
1995,54,30,24,55.6%,69-62,52.7%,656-636,50.8%,12-9,57.1%,52,70.4%,31.8%,5.4%,3.3%,57.3%,68.5%,47.6%,59.6%,42.0%,50.8%,1.04,F (2x)
1994,66,39,27,59.1%,94-71,57.0%,844-759,52.7%,15-11,57.7%,60,74.5%,29.9%,5.6%,3.9%,55.5%,70.1%,49.7%,61.0%,41.3%,51.1%,1.06,W (3x)
1993,71,45,26,63.4%,121-71,63.0%,1023-822,55.4%,13-16,44.8%,65,79.4%,31.8%,6.2%,2.8%,55.4%,72.8%,51.9%,63.5%,41.7%,52.4%,1.14,W (2x)
1992,61,40,21,65.6%,94-57,62.3%,795-656,54.8%,12-9,57.1%,59,77.1%,31.8%,5.7%,3.2%,53.6%,70.8%,51.7%,61.9%,42.4%,52.1%,1.11,W (2x)
1991,28,15,13,53.6%,40-33,54.8%,363-332,52.2%,6-5,54.5%,25,71.5%,33.2%,5.9%,3.4%,52.4%,70.4%,47.6%,59.5%,42.6%,51.1%,1.05,SF (2x)
1990,14,6,8,42.9%,15-16,48.4%,131-137,48.9%,1-2,33.3%,0,,,,,,,,,,,,R16 (4x)
1989,7,2,5,28.6%,5-12,29.4%,58-87,40.0%,1-0,100.0%,0,,,,,,,,,,,,R32 (5x)
1988,4,2,2,50.0%,5-5,50.0%,49-50,49.5%,0-0,-,0,,,,,,,,,,,,QF (Buenos Aires)
Career,456,248,208,54.4%,616-519,54.3%,5613-5217,51.8%,76-68,52.8%,409,72.7%,31.1%,5.4%,3.4%,55.5%,69.3%,48.7%,60.2%,41.6%,50.9%,1.05,
