Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,4,1,3,25.0%,3-7,30.0%,43-56,43.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (W25 Santa Margherita di Pula)
2021,18,8,10,44.4%,19-22,46.3%,194-194,50.0%,2-3,40.0%,0,,,,,,,,,,,,SF (W25 Liepaja)
2020,13,8,5,61.5%,18-12,60.0%,141-124,53.2%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2019,17,9,8,52.9%,22-22,50.0%,216-217,49.9%,3-4,42.9%,1,72.2%,27.8%,2.2%,5.9%,60.3%,61.0%,51.9%,57.4%,41.2%,49.4%,0.97,SF (W25 Trnava)
2018,35,22,13,62.9%,47-30,61.0%,395-336,54.0%,3-7,30.0%,0,,,,,,,,,,,,W (Aschaffenburg $25K)
2017,41,24,17,58.5%,51-38,57.3%,458-400,53.4%,8-9,47.1%,0,,,,,,,,,,,,W (Gonesse $15K)
2016,51,31,20,60.8%,66-42,61.1%,557-458,54.9%,6-6,50.0%,0,,,,,,,,,,,,W (2x)
2015,35,22,13,62.9%,51-36,58.6%,416-350,54.3%,3-1,75.0%,0,,,,,,,,,,,,F (Bol $10K)
2014,20,13,7,65.0%,27-17,61.4%,216-165,56.7%,0-3,0.0%,0,,,,,,,,,,,,W (Heraklion 10K)
2013,27,13,14,48.1%,27-30,47.4%,246-269,47.8%,2-2,50.0%,0,,,,,,,,,,,,SF (Koeln 10K)
2012,42,25,17,59.5%,56-39,58.9%,478-396,54.7%,7-8,46.7%,0,,,,,,,,,,,,W (Muscat 10K)
2011,17,7,10,41.2%,13-22,37.1%,137-169,44.8%,2-2,50.0%,0,,,,,,,,,,,,F (Kaarst 10K)
2010,28,15,13,53.6%,34-30,53.1%,297-297,50.0%,0-5,0.0%,0,,,,,,,,,,,,F (Mytilini 10K)
2009,22,10,12,45.5%,22-27,44.9%,219-235,48.2%,1-4,20.0%,0,,,,,,,,,,,,SF (Kaarst 10K)
2008,15,5,10,33.3%,15-22,40.5%,146-182,44.5%,2-0,100.0%,0,,,,,,,,,,,,SF (Gausdal 10K)
2007,1,0,1,0.0%,1-2,33.3%,12-13,48.0%,0-0,-,0,,,,,,,,,,,,R32 (Horb 10K)
Career,386,213,173,55.2%,472-398,54.3%,4171-3861,51.9%,41-54,43.2%,1,72.2%,27.8%,2.2%,5.9%,60.3%,61.0%,51.9%,57.4%,41.2%,49.4%,0.97,
