Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2021 Wimbledon R128,L vs Cirstea,31% (5/16),25% (1/4),0/0,0/0,64% (7/11),1/3,1/2,- (0/0),- (0/0)
2019 W25 Chiswick R16,W vs Appleton,64% (7/11),63% (5/8),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margarita de Montbui R16,L vs Rus,50% (9/18),83% (5/6),1/1,0/0,45% (5/11),5/7,5/6,50% (3/6),33% (2/6)
2019 W25 Jerusalem QF,W vs Mihalikova,70% (7/10),50% (5/10),2/2,1/1,20% (1/5),0/0,0/0,80% (4/5),60% (3/5)
2019 W25 Jerusalem R16,W vs Tahan,43% (6/14),60% (6/10),2/4,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Namangan R16,L vs Talbi,43% (6/14),31% (4/13),0/0,0/0,50% (5/10),0/2,0/1,40% (2/5),20% (1/5)
2019 W25 Namangan R32,W vs Abduraimova,82% (9/11),27% (3/11),2/6,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Sunderland R32,L vs Andrei,25% (1/4),23% (3/13),0/0,0/0,30% (3/10),2/4,2/3,- (0/0),- (0/0)
2017 Solapur $15K SF,L vs Thamchaiwat,33% (5/15),21% (3/14),1/5,0/0,63% (10/16),3/5,0/1,- (0/0),- (0/0)
2017 Solapur $15K QF,W vs Udvardy,71% (10/14),50% (2/4),2/2,1/1,80% (4/5),0/0,0/0,60% (3/5),80% (4/5)
2017 Solapur $15K R16,W vs Sharma,50% (7/14),42% (5/12),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2017 Shrewsbury $25K QF,L vs Friedsam,57% (4/7),75% (3/4),0/0,0/0,17% (1/6),1/3,1/2,40% (2/5),33% (2/6)
2017 Shrewsbury $25K R32,W vs Jorovic,56% (10/18),29% (4/14),2/4,1/3,60% (6/10),0/1,0/0,100% (4/4),75% (3/4)
2017 Wirral $15K F,W vs Silva,67% (8/12),80% (4/5),2/4,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Wirral $15K SF,W vs Lumsden,77% (10/13),38% (5/13),2/4,1/1,43% (3/7),0/1,0/0,- (0/0),- (0/0)
2017 Wirral $15K QF,W vs Rueffer,88% (7/8),31% (5/16),2/11,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2017 Wirral $15K R16,W vs Loughlan,48% (10/21),18% (2/11),2/4,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Wirral $15K R32,W vs Van Der Hoek,67% (8/12),36% (4/11),2/8,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Cherboug en Cotentin $25K QF,L vs Gervais,67% (4/6),0% (0/2),0/0,0/0,64% (7/11),0/2,0/1,- (0/0),- (0/0)
2017 Cherboug en Cotentin $25K R16,W vs Reix,67% (8/12),33% (4/12),2/5,1/1,60% (3/5),0/0,0/0,83% (5/6),40% (2/5)
2021 (1 matches),,31.3%,25.0%,-,-,63.6%,33.3%,50.0%,-,-
2019 (7 matches),,54.9%,43.7%,60.0%,80.0%,44.4%,53.8%,70.0%,56.3%,37.5%
2017 (26 matches),,57.4%,40.3%,46.8%,55.6%,55.8%,39.5%,42.1%,60.0%,44.4%
2016 (18 matches),,57.3%,46.2%,57.1%,61.1%,56.6%,57.8%,41.7%,33.3%,42.9%
2014 (12 matches),,47.9%,39.1%,51.7%,46.7%,52.4%,42.1%,28.6%,80.0%,60.0%
Career (96 matches),,55.3%,43.8%,51.9%,55.1%,55.6%,47.3%,43.2%,52.7%,42.1%
