Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2014 Wimbledon R128,L vs Sharapova,90.3,96.5,4.7,,,104,89,83.3,4.3,,,89,75
Career (1 matches),,90.3,96.5,4.7,,,104,89,83.3,4.3,,,89,75
