Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2021 Wimbledon R128,L vs Cirstea,0.95,0.63,46.7,2.2,2.7%,54.1%,2.8%,47.2%,39.3%,25.0%
2019 W25 Chiswick R16,W vs Appleton,1.44,2.64,25.9,2.0,-,64.0%,-,69.6%,61.9%,60.0%
2019 W25 Santa Margarita de Montbui R16,L vs Rus,0.93,0.89,88.6,4.9,-,55.6%,-,55.8%,40.0%,44.7%
2019 W25 Jerusalem QF,W vs Mihalikova,0.97,1.17,59.3,2.4,-,64.7%,-,43.3%,45.9%,63.9%
2019 W25 Jerusalem R16,W vs Tahan,1.04,1.37,53.3,2.0,-,58.6%,-,55.2%,64.5%,48.1%
2019 W25 Namangan R16,L vs Talbi,0.95,0.81,62.5,3.6,2.3%,47.7%,0.0%,54.8%,50.0%,33.3%
2019 W25 Namangan R32,W vs Abduraimova,1.02,1.71,45.7,2.5,11.1%,77.8%,0.0%,69.2%,37.1%,51.5%
2019 W25 Sunderland R32,L vs Andrei,1.09,0.67,38.2,2.0,0.0%,25.0%,0.0%,37.5%,42.4%,41.9%
2017 Solapur $15K SF,L vs Thamchaiwat,0.89,0.75,44.8,2.4,4.4%,48.9%,9.5%,45.2%,52.6%,36.8%
2017 Solapur $15K QF,W vs Udvardy,1.22,1.20,65.5,2.8,4.9%,65.9%,2.4%,59.5%,29.4%,44.8%
2017 Solapur $15K R16,W vs Sharma,1.06,1.76,38.7,2.2,4.0%,64.0%,0.0%,66.7%,50.0%,65.4%
2017 Shrewsbury $25K QF,L vs Friedsam,1.09,0.74,59.4,2.0,12.9%,45.2%,3.6%,46.4%,39.4%,34.5%
2017 Shrewsbury $25K R32,W vs Jorovic,1.09,1.21,63.0,2.5,7.7%,61.5%,2.1%,60.4%,47.1%,39.1%
2017 Wirral $15K F,W vs Silva,1.44,2.43,31.5,2.1,8.3%,79.2%,4.8%,61.9%,45.5%,52.4%
2017 Wirral $15K SF,W vs Lumsden,1.12,1.22,64.8,8.0,0.0%,54.5%,4.8%,66.7%,47.7%,37.5%
2017 Wirral $15K QF,W vs Rueffer,1.16,1.58,41.9,2.1,7.4%,55.6%,3.8%,73.1%,59.5%,36.8%
2017 Wirral $15K R16,W vs Loughlan,1.09,1.47,53.1,2.2,16.7%,75.0%,15.2%,63.6%,47.4%,34.3%
2017 Wirral $15K R32,W vs Van Der Hoek,0.81,1.83,47.5,2.3,0.0%,84.0%,4.5%,68.2%,59.4%,46.7%
2017 Cherboug en Cotentin $25K QF,L vs Gervais,1.00,0.49,41.3,2.0,0.0%,50.0%,0.0%,50.0%,21.7%,27.3%
2017 Cherboug en Cotentin $25K R16,W vs Reix,0.96,1.40,57.7,2.0,11.4%,68.6%,3.0%,66.7%,51.3%,43.2%
2021 (1 matches),,0.95,0.63,46.7,2.2,2.7%,54.1%,2.8%,47.2%,39.3%,25.0%
2019 (7 matches),,1.03,1.10,58.0,2.5,1.7%,55.6%,0.0%,54.9%,47.4%,48.1%
2017 (26 matches),,1.04,1.06,58.8,2.7,4.3%,58.5%,3.8%,56.7%,44.1%,42.4%
2016 (18 matches),,1.01,1.14,59.4,2.8,4.2%,57.7%,4.5%,58.7%,49.4%,44.2%
2014 (12 matches),,1.01,1.05,49.8,2.4,2.7%,59.4%,1.4%,49.6%,49.6%,43.7%
Career (96 matches),,1.02,1.07,57.7,2.7,3.0%,58.0%,2.5%,55.5%,46.2%,44.8%
