Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,119,62,57,52.1%,126-125,50.2%,1122-1112,50.2%,13-16,44.8%,0,,,,,,,,,,,
Clay,191,96,95,50.3%,201-214,48.4%,1829-1930,48.7%,21-9,70.0%,0,,,,,,,,,,,
Grass,94,39,55,41.5%,92-117,44.0%,924-1001,48.0%,3-6,33.3%,0,,,,,,,,,,,
Carpet,90,35,55,38.9%,77-115,40.1%,776-928,45.5%,12-14,46.2%,0,,,,,,,,,,,
Grand Slams,56,22,34,39.3%,49-70,41.2%,494-572,46.3%,4-4,50.0%,0,,,,,,,,,,,
Finals,21,11,10,52.4%,25-23,52.1%,215-215,50.0%,3-2,60.0%,0,,,,,,,,,,,
Semi-finals,29,18,11,62.1%,36-27,57.1%,291-272,51.7%,4-0,100.0%,0,,,,,,,,,,,
Quarter-finals,56,21,35,37.5%,47-73,39.2%,490-602,44.9%,5-6,45.5%,0,,,,,,,,,,,
vs Righties,284,112,172,39.4%,242-367,39.7%,2471-3014,45.1%,31-27,53.4%,0,,,,,,,,,,,
vs Lefties,48,16,32,33.3%,35-62,36.1%,394-490,44.6%,9-9,50.0%,0,,,,,,,,,,,
