Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1983,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R128 (US Open)
1982,18,6,12,33.3%,16-26,38.1%,176-210,45.6%,1-2,33.3%,0,,,,,,,,,,,,QF (2x)
1981,23,7,16,30.4%,19-34,35.8%,206-260,44.2%,1-2,33.3%,0,,,,,,,,,,,,F (Chile Grand Prix)
1980,39,16,23,41.0%,33-52,38.8%,309-406,43.2%,5-5,50.0%,0,,,,,,,,,,,,QF (3x)
1979,43,21,22,48.8%,37-48,43.5%,384-394,49.4%,9-6,60.0%,0,,,,,,,,,,,,W (Toronto)
1978,62,33,29,53.2%,73-65,52.9%,607-592,50.6%,7-5,58.3%,0,,,,,,,,,,,,F (2x)
1977,60,35,25,58.3%,74-60,55.2%,644-587,52.3%,6-6,50.0%,0,,,,,,,,,,,,W (3x)
1976,57,33,24,57.9%,70-50,58.3%,566-514,52.4%,6-11,35.3%,0,,,,,,,,,,,,W (2x)
1975,44,22,22,50.0%,43-47,47.8%,390-413,48.6%,6-2,75.0%,0,,,,,,,,,,,,W (Whangerei)
1974,31,15,16,48.4%,27-34,44.3%,264-295,47.2%,5-2,71.4%,0,,,,,,,,,,,,QF (2x)
1973,41,15,26,36.6%,37-55,40.2%,381-449,45.9%,3-4,42.9%,0,,,,,,,,,,,,QF (Detroit)
1972,21,7,14,33.3%,17-27,38.6%,197-237,45.4%,2-1,66.7%,0,,,,,,,,,,,,QF (2x)
1971,20,12,8,60.0%,23-17,57.5%,192-161,54.4%,4-2,66.7%,0,,,,,,,,,,,,F (Charlotte)
1970,28,21,7,75.0%,43-21,67.2%,332-256,56.5%,0-0,-,0,,,,,,,,,,,,W (4x)
1969,7,2,5,28.6%,6-10,37.5%,65-84,43.6%,0-0,-,0,,,,,,,,,,,,SF (Chattanooga)
1968,22,8,14,36.4%,17-30,36.2%,195-249,43.9%,0-0,-,0,,,,,,,,,,,,QF (4x)
1967,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,0,,,,,,,,,,,,SF (Chattanooga)
1966,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R16 (Charlotte)
1958,1,1,0,100.0%,2-0,100.0%,12-1,92.3%,0-0,-,0,,,,,,,,,,,,
Career,521,254,267,48.8%,537-584,47.9%,4931-5156,48.9%,55-48,53.4%,0,,,,,,,,,,,,
