Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Grass,2,1,1,50.0%,1,1,0,100.0%,1974,1974,R32,0,,,,,,,,,,
Roland Garros,9,Clay,17,8,9,47.1%,2,2,0,100.0%,1972,1982,R16,0,,,,,,,,,,
Wimbledon,9,Grass,14,5,9,35.7%,1,0,1,0.0%,1972,1982,R16,0,,,,,,,,,,
US Open,15,Hard,26,11,15,42.3%,4,1,3,25.0%,1968,1983,QF,0,,,,,,,,,,
Indianapolis,12,Clay,26,14,12,53.8%,3,1,2,33.3%,1968,1982,W,0,,,,,,,,,,
Atlanta,8,Hard,19,10,9,52.6%,2,1,1,50.0%,1975,1983,F,0,,,,,,,,,,
Hilton Head,8,Clay,16,8,8,50.0%,3,2,1,66.7%,1973,1982,F,0,,,,,,,,,,
Toronto,7,Hard,21,15,6,71.4%,7,5,2,71.4%,1975,1981,W,0,,,,,,,,,,
Phoenix,7,Hard,19,12,7,63.2%,3,2,1,66.7%,1972,1979,QF,0,,,,,,,,,,
Eastbourne,7,Grass,12,5,7,41.7%,1,1,0,100.0%,1972,1982,R16,0,,,,,,,,,,
