Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Rotterdam R32,W vs Bautista Agut,27.3%,37.5%,52.5%,31.5%,40.8%,51.0%,62.1%,48.4%,19.0%,60.7%,66.7%,11.1%,22.2%,43.8%,-5
2025 Metz F,L vs Tien,31.0%,40.5%,55.2%,38.6%,30.9%,45.5%,52.6%,42.5%,20.0%,68.6%,0.0%,31.0%,31.0%,60.0%,-79
2025 Paris R16,L vs Vacherot,38.6%,50.9%,68.6%,46.0%,40.0%,53.3%,70.4%,49.3%,30.0%,52.0%,100.0%,33.3%,41.7%,62.5%,-79
2025 Paris R32,W vs Alcaraz,22.8%,34.8%,62.9%,31.0%,25.0%,42.3%,71.8%,39.4%,33.3%,68.0%,0.0%,20.5%,25.6%,51.6%,-41
2025 Washington R32,W vs Musetti,17.6%,24.2%,62.7%,27.0%,27.3%,34.5%,65.0%,42.9%,19.2%,62.1%,40.0%,3.6%,10.7%,59.3%,-87
2025 Roland Garros R16,L vs Djokovic,8.7%,23.2%,38.7%,13.2%,12.5%,25.0%,37.1%,20.3%,36.8%,57.1%,80.0%,3.6%,21.4%,40.7%,-80
2025 Roland Garros R128,W vs Medvedev,15.8%,24.0%,52.8%,21.5%,16.1%,25.9%,56.4%,24.7%,21.6%,70.5%,55.6%,15.8%,21.1%,45.8%,-28
2024 Metz F,L vs Bonzi,20.6%,36.8%,63.5%,31.0%,27.7%,42.6%,61.8%,42.8%,31.6%,53.6%,100.0%,5.3%,26.3%,66.7%,-66
2024 Eastbourne R32,L vs Ruusuvuori,32.8%,41.8%,60.5%,43.7%,40.0%,51.1%,74.1%,56.2%,29.4%,67.9%,50.0%,20.0%,25.0%,37.5%,59
2024 Madrid R64,W vs Fonseca,31.5%,44.4%,68.6%,41.3%,35.9%,53.8%,72.0%,49.5%,33.3%,76.2%,66.7%,23.1%,23.1%,60.0%,102
2024 Indian Wells R32,L vs Monfils,17.1%,30.5%,55.4%,23.2%,26.3%,40.4%,47.6%,37.5%,15.0%,59.5%,60.0%,6.8%,20.5%,63.4%,-49
2024 Rio de Janeiro SF,L vs Navone,19.0%,33.3%,39.7%,24.6%,23.4%,38.3%,36.1%,33.4%,60.0%,77.3%,80.0%,15.6%,31.3%,44.4%,31
2024 Rio de Janeiro QF,W vs Seyboth Wild,24.7%,35.6%,60.0%,32.7%,35.4%,50.0%,61.3%,47.7%,20.0%,78.6%,-,5.0%,10.0%,57.9%,-74
2024 Australian Open R16,L vs Zverev,23.7%,40.2%,52.0%,31.1%,33.3%,51.4%,51.4%,45.2%,50.0%,45.6%,33.3%,8.1%,22.6%,52.6%,-32
2024 Australian Open R32,W vs Ruud,27.1%,37.2%,62.2%,35.4%,29.1%,38.0%,67.9%,42.7%,33.3%,58.1%,50.0%,26.1%,39.1%,52.9%,42
2023 United Cup RR,W vs De Minaur,29.2%,39.3%,59.7%,39.0%,43.9%,59.6%,81.3%,59.1%,50.0%,51.5%,-,3.2%,3.2%,36.7%,-84
2023 Lyon SF,L vs Cerundolo,21.7%,30.0%,34.8%,26.2%,30.3%,39.4%,43.5%,38.5%,33.3%,66.7%,71.4%,11.5%,19.2%,26.1%,-23
2023 Rome R16,L vs Djokovic,16.1%,30.4%,45.7%,24.6%,23.7%,39.5%,48.3%,36.3%,38.9%,60.0%,75.0%,0.0%,11.8%,41.2%,-118
2023 Monte Carlo R64,L vs Cerundolo,20.8%,25.0%,50.0%,24.4%,18.8%,21.9%,42.3%,24.1%,20.0%,64.7%,100.0%,25.0%,31.3%,66.7%,-79
2023 Indian Wells QF,L vs Tiafoe,25.4%,37.3%,46.3%,29.8%,37.5%,50.0%,55.0%,45.6%,27.8%,57.1%,-,12.5%,25.0%,38.1%,4
Career (77 matches),,24.0%,34.7%,52.6%,30.7%,30.2%,43.1%,56.4%,40.7%,31.1%,61.9%,63.0%,14.3%,22.0%,46.6%,24
