Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,23,18,56.1%,58-51,53.2%,571-552,50.8%,16-14,53.3%,38,83.6%,16.9%,6.6%,2.7%,65.1%,71.8%,54.7%,65.8%,34.7%,50.3%,1.02
Clay,14,9,5,64.3%,23-16,59.0%,196-183,51.7%,6-1,85.7%,14,75.5%,27.2%,3.2%,2.8%,65.0%,66.8%,50.0%,60.9%,39.6%,50.3%,1.01
Grass,7,4,3,57.1%,13-11,54.2%,124-120,50.8%,3-3,50.0%,7,84.2%,16.9%,7.2%,3.1%,68.7%,71.4%,52.7%,65.5%,35.2%,50.4%,1.02
Grand Slams,15,11,4,73.3%,34-22,60.7%,295-274,51.8%,10-4,71.4%,15,80.6%,22.0%,5.7%,2.5%,66.5%,67.9%,54.0%,63.2%,37.3%,50.5%,1.01
Masters,18,9,9,50.0%,21-22,48.8%,210-210,50.0%,3-3,50.0%,18,81.2%,18.8%,5.9%,3.1%,63.8%,72.2%,49.6%,64.0%,35.5%,50.2%,0.99
Other Tours,26,13,13,50.0%,33-34,49.3%,349-345,50.3%,11-11,50.0%,26,83.2%,17.4%,6.0%,2.8%,66.1%,71.9%,55.3%,66.3%,35.0%,50.3%,1.04
Best of 5,15,11,4,73.3%,34-22,60.7%,295-274,51.8%,10-4,71.4%,15,80.6%,22.0%,5.7%,2.5%,66.5%,67.9%,54.0%,63.2%,37.3%,50.5%,1.01
Best of 3,47,25,22,53.2%,60-56,51.7%,596-581,50.6%,15-14,51.7%,44,82.4%,17.9%,6.0%,2.9%,65.2%,72.0%,53.0%,65.4%,35.2%,50.3%,1.02
Finals,1,0,1,0.0%,1-2,33.3%,15-16,48.4%,0-1,0.0%,1,86.7%,13.3%,4.8%,0.0%,65.5%,67.3%,72.4%,69.0%,38.1%,51.3%,1.23
Semi-finals,2,1,1,50.0%,3-3,50.0%,28-30,48.3%,1-0,100.0%,2,82.1%,13.8%,5.6%,1.9%,70.0%,78.6%,47.9%,69.4%,31.0%,49.7%,1.01
Quarter-finals,4,2,2,50.0%,4-6,40.0%,45-56,44.6%,2-0,100.0%,4,75.5%,12.0%,3.7%,3.0%,68.3%,67.0%,50.0%,61.6%,33.7%,47.9%,0.88
vs Righties,55,32,23,58.2%,84-71,54.2%,803-768,51.1%,22-16,57.9%,52,82.5%,18.7%,5.9%,2.8%,65.6%,71.0%,53.2%,64.9%,35.5%,50.4%,1.01
vs Lefties,6,4,2,66.7%,10-5,66.7%,83-75,52.5%,3-2,60.0%,6,77.6%,27.3%,5.6%,2.3%,64.6%,67.1%,54.7%,62.7%,40.7%,51.0%,1.09
vs Top 10,9,3,6,33.3%,9-18,33.3%,108-145,42.7%,2-0,100.0%,9,71.8%,13.4%,4.2%,3.0%,62.9%,67.1%,47.8%,59.9%,31.6%,46.4%,0.79
