Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Rotterdam R32,W vs Bautista Agut,1.22,1.54,57.6,2.4,8.9%,64.4%,11.6%,62.8%,45.5%,46.7%
2025 Metz F,L vs Tien,0.77,0.95,83.3,17.8,4.5%,61.4%,5.0%,77.5%,42.4%,33.3%
2025 Paris R16,L vs Vacherot,0.58,0.90,49.9,2.3,3.3%,76.7%,11.1%,85.2%,30.0%,29.7%
2025 Paris R32,W vs Alcaraz,1.02,1.32,63.7,4.0,4.3%,76.6%,2.2%,64.4%,40.8%,34.8%
2025 Washington R32,W vs Musetti,1.24,1.26,59.0,5.0,4.3%,61.7%,4.5%,65.9%,36.8%,37.1%
2025 Roland Garros R16,L vs Djokovic,0.92,0.61,32.7,2.0,2.7%,37.8%,3.1%,50.0%,34.8%,40.9%
2025 Roland Garros R128,W vs Medvedev,1.26,1.15,49.2,12.7,1.1%,52.8%,0.0%,67.1%,38.8%,35.1%
2024 Metz F,L vs Bonzi,0.84,0.89,73.9,3.0,11.8%,70.6%,5.9%,67.6%,39.1%,25.6%
2024 Wimbledon R32,L vs Zverev,0.92,0.45,43.2,2.2,11.5%,68.9%,5.4%,67.9%,13.7%,17.8%
2024 Wimbledon R64,W vs Draper,1.20,1.37,32.5,2.2,4.8%,63.5%,12.5%,71.4%,34.5%,40.7%
2024 Wimbledon R128,W vs Diaz Acosta,0.92,1.44,31.6,2.2,7.1%,71.4%,2.6%,65.8%,50.0%,48.1%
2024 Eastbourne R32,L vs Ruusuvuori,0.92,0.80,67.4,2.9,0.0%,77.8%,9.7%,64.5%,28.9%,20.0%
2024 Madrid R64,W vs Fonseca,1.04,1.77,50.9,2.1,0.0%,79.3%,4.0%,72.0%,28.0%,54.2%
2024 Indian Wells R32,L vs Monfils,0.86,0.89,73.0,16.1,3.6%,55.4%,4.1%,67.3%,41.9%,38.9%
2024 Rio De Janeiro SF,L vs Navone,1.09,0.76,48.5,2.4,0.0%,46.5%,4.9%,51.2%,42.9%,28.6%
2024 Rio De Janeiro QF,W vs Seyboth Wild,1.08,1.45,43.7,2.1,5.1%,56.4%,5.9%,76.5%,50.0%,41.2%
2024 Australian Open R32,W vs Ruud,1.21,1.38,47.2,11.2,7.2%,62.3%,10.0%,80.0%,31.3%,36.2%
2023 US Open R32,L vs Arnaldi,0.85,0.63,31.4,2.2,4.9%,58.5%,2.8%,50.0%,37.5%,29.5%
2023 US Open R64,W vs Hsu,1.19,1.43,32.8,2.6,9.1%,61.8%,19.6%,68.6%,43.4%,40.0%
2023 US Open R128,W vs Shevchenko,1.22,2.25,23.6,2.0,7.9%,71.1%,5.7%,77.1%,47.4%,48.6%
2026 (1 matches),,1.22,1.54,57.6,2.4,8.9%,64.4%,11.6%,62.8%,45.5%,46.7%
2025 (6 matches),,1.01,1.02,56.5,3.9,3.1%,59.9%,3.3%,67.8%,37.8%,35.2%
2024 (10 matches),,1.02,1.08,50.7,2.8,5.5%,64.2%,6.8%,68.9%,36.3%,35.3%
2023 (14 matches),,0.99,0.92,48.5,2.7,6.3%,60.6%,6.8%,62.1%,35.0%,36.8%
2022 (26 matches),,1.07,1.17,45.0,2.6,5.9%,63.3%,6.0%,66.7%,36.1%,40.6%
Career (262 matches),,1.03,1.07,50.5,2.7,5.1%,60.5%,5.6%,64.1%,38.3%,39.8%
