Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,16,9,7,56.3%,24-19,55.8%,224-210,51.6%,5-4,55.6%,15,83.3%,18.8%,7.3%,2.6%,63.7%,71.4%,54.6%,65.3%,35.5%,50.6%,1.02,QF (Indian Wells Masters)
2025,57,32,25,56.1%,82-74,52.6%,800-786,50.4%,23-17,57.5%,55,80.4%,19.6%,5.7%,2.7%,65.7%,70.1%,52.0%,63.9%,35.9%,50.0%,1.00,F (Metz)
2024,43,23,20,53.5%,58-54,51.8%,586-546,51.8%,8-19,29.6%,42,82.2%,22.4%,6.5%,2.7%,64.9%,72.2%,51.7%,65.0%,36.3%,50.7%,1.04,F (Metz)
2023,61,36,25,59.0%,90-71,55.9%,834-749,52.7%,10-12,45.5%,61,80.7%,24.5%,5.9%,2.7%,65.4%,70.3%,52.4%,64.1%,38.2%,51.2%,1.07,W (Rio De Janeiro)
2022,76,49,27,64.5%,119-75,61.3%,1016-890,53.3%,17-11,60.7%,71,81.2%,26.7%,5.8%,2.5%,65.3%,71.6%,51.1%,64.5%,39.4%,51.7%,1.11,W (2x)
2021,77,52,25,67.5%,120-72,62.5%,1005-822,55.0%,9-9,50.0%,77,81.3%,28.3%,6.4%,3.6%,66.2%,71.2%,50.1%,64.1%,40.0%,51.9%,1.11,W (2x)
2020,22,9,13,40.9%,27-35,43.5%,290-313,48.1%,1-6,14.3%,22,73.2%,24.1%,6.3%,5.1%,65.4%,66.5%,50.2%,60.9%,37.7%,49.2%,0.96,QF (2x)
2019,46,21,25,45.7%,50-60,45.5%,523-561,48.2%,10-11,47.6%,46,76.3%,20.3%,6.1%,4.5%,65.6%,68.4%,48.3%,61.5%,36.0%,48.9%,0.93,F (Auckland)
2018,37,19,18,51.4%,52-47,52.5%,503-466,51.9%,5-13,27.8%,37,80.5%,24.8%,5.6%,4.5%,64.2%,71.2%,47.7%,62.8%,38.3%,50.7%,1.03,SF (3x)
2017,6,2,4,33.3%,4-10,28.6%,52-77,40.3%,2-0,100.0%,6,66.1%,10.8%,6.0%,5.8%,57.8%,64.3%,51.7%,59.0%,32.3%,45.9%,0.79,R16 (Eastbourne)
Career,441,252,189,57.1%,626-517,54.8%,5833-5420,51.8%,90-102,46.9%,432,80.1%,23.8%,6.1%,3.3%,65.3%,70.5%,50.8%,63.7%,37.8%,50.7%,1.04,
