Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Rotterdam R32,W vs Bautista Agut,84.1%,54.7%,1.6%,0/1,2.50,8.3%,78.0%,50.0%,0.0%,2.59,17.9%,95.5%,61.9%,4.5%,2.42,0.0%
2025 Metz F,L vs Tien,69.0%,53.8%,0.9%,1/0,2.62,32.8%,58.3%,45.2%,1.4%,2.58,50.0%,90.0%,63.9%,0.0%,2.70,0.0%
2025 Paris R16,L vs Vacherot,63.6%,46.9%,0.0%,0/0,1.86,0.0%,52.9%,25.9%,0.0%,1.87,0.0%,84.6%,72.7%,0.0%,1.81,0.0%
2025 Paris R32,W vs Alcaraz,68.4%,52.3%,3.2%,1/2,2.17,21.4%,63.8%,56.8%,0.0%,2.23,30.8%,80.0%,46.4%,8.6%,2.10,9.7%
2025 Washington R32,W vs Musetti,63.0%,50.0%,2.7%,0/2,2.23,35.8%,59.0%,34.8%,5.1%,2.32,45.0%,76.7%,65.2%,0.0%,2.11,22.2%
2025 Roland Garros R16,L vs Djokovic,68.9%,50.0%,6.7%,2/4,2.32,6.5%,59.3%,46.9%,3.7%,2.26,11.4%,90.9%,53.3%,12.1%,2.41,0.0%
2025 Roland Garros R128,W vs Medvedev,70.8%,49.5%,1.9%,2/1,2.49,3.5%,65.6%,45.9%,2.2%,2.51,5.3%,82.8%,54.2%,1.7%,2.45,0.0%
2024 Metz F,L vs Bonzi,69.7%,46.8%,0.0%,0/0,2.15,34.6%,60.0%,41.7%,0.0%,2.26,50.0%,89.7%,53.8%,0.0%,1.94,5.6%
2024 Eastbourne R32,L vs Ruusuvuori,69.9%,31.4%,4.1%,0/3,2.10,2.3%,69.1%,42.1%,1.8%,1.91,3.7%,81.3%,0.0%,12.5%,2.44,0.0%
2024 Madrid R64,W vs Fonseca,73.5%,52.8%,0.0%,0/0,2.19,14.3%,71.4%,48.0%,0.0%,2.10,20.0%,84.6%,63.6%,0.0%,2.40,0.0%
2024 Indian Wells R32,L vs Monfils,67.8%,47.5%,1.4%,0/2,2.32,15.9%,73.9%,47.1%,2.2%,2.39,31.0%,73.8%,48.4%,0.0%,2.25,0.0%
2024 Rio de Janeiro SF,L vs Navone,73.2%,46.3%,7.1%,1/3,2.43,3.2%,73.0%,44.4%,10.8%,2.36,5.6%,77.8%,50.0%,0.0%,2.52,0.0%
2024 Rio de Janeiro QF,W vs Seyboth Wild,75.7%,55.4%,0.0%,0/0,1.63,16.3%,69.8%,46.7%,0.0%,1.60,26.7%,92.9%,65.4%,0.0%,1.68,0.0%
2024 Australian Open R16,L vs Zverev,67.3%,40.6%,1.3%,0/2,2.11,3.9%,66.7%,35.5%,1.8%,2.15,5.7%,83.3%,56.0%,0.0%,2.06,1.8%
2024 Australian Open R32,W vs Ruud,63.1%,48.1%,0.8%,0/1,2.19,6.7%,58.3%,42.9%,0.0%,2.32,10.7%,82.4%,57.1%,2.9%,1.97,0.0%
2023 United Cup RR,W vs De Minaur,67.9%,36.4%,0.0%,0/0,1.90,14.5%,66.7%,33.3%,0.0%,1.80,28.1%,75.8%,40.0%,0.0%,2.02,0.0%
2023 Lyon SF,L vs Cerundolo,65.8%,28.0%,7.9%,3/0,-,13.0%,61.5%,18.8%,3.8%,-,26.1%,90.0%,44.4%,20.0%,-,0.0%
2023 Rome R16,L vs Djokovic,78.2%,30.2%,5.5%,1/2,2.25,4.3%,80.0%,20.8%,6.7%,2.22,6.9%,86.4%,42.1%,4.5%,2.29,0.0%
2023 Monte Carlo R64,L vs Cerundolo,70.0%,25.7%,0.0%,0/0,2.18,8.1%,72.4%,14.3%,0.0%,2.37,12.0%,82.4%,42.9%,0.0%,1.79,0.0%
2023 Indian Wells QF,L vs Tiafoe,74.1%,39.5%,0.0%,0/0,2.34,4.9%,71.0%,31.8%,0.0%,2.23,5.0%,84.0%,47.6%,0.0%,2.45,4.8%
Career (77 matches),,68.5%,46.6%,2.6%,43.0%,2.22,17.2%,64.9%,42.1%,1.9%,2.20,25.3%,82.4%,53.3%,4.3%,2.25,4.2%
