Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,153,53,100,34.6%,149-246,37.7%,1705-2058,45.3%,26-31,45.6%,152,70.3%,20.7%,3.0%,5.4%,59.9%,66.6%,48.5%,59.3%,36.9%,48.2%,0.91
Clay,304,157,147,51.6%,349-345,50.3%,3249-3259,49.9%,44-34,56.4%,301,70.4%,29.6%,2.5%,4.2%,61.7%,64.8%,49.9%,59.1%,41.2%,50.1%,1.01
Grass,25,8,17,32.0%,24-49,32.9%,299-401,42.7%,5-6,45.5%,23,70.4%,15.4%,3.8%,4.2%,64.1%,65.6%,47.0%,59.0%,33.3%,46.4%,0.81
Carpet,6,1,5,16.7%,2-11,15.4%,41-74,35.7%,0-1,0.0%,6,55.4%,17.2%,3.2%,9.3%,53.0%,64.5%,40.1%,53.0%,33.2%,43.2%,0.71
Grand Slams,58,20,38,34.5%,77-128,37.6%,876-1062,45.2%,11-16,40.7%,57,68.2%,22.9%,3.1%,4.8%,62.2%,64.4%,47.7%,58.1%,37.6%,47.9%,0.90
Masters,86,37,49,43.0%,87-110,44.2%,844-961,46.8%,12-6,66.7%,85,68.4%,25.0%,2.7%,5.0%,59.0%,65.1%,48.4%,58.2%,38.9%,48.6%,0.93
Other Tours,343,162,181,47.2%,360-410,46.8%,3566-3751,48.7%,52-50,51.0%,340,71.2%,26.5%,2.7%,4.5%,61.4%,65.8%,49.6%,59.5%,39.8%,49.6%,0.98
Best of 5,59,20,39,33.9%,77-131,37.0%,884-1080,45.0%,11-16,40.7%,57,68.2%,22.9%,3.1%,4.8%,62.2%,64.4%,47.7%,58.1%,37.6%,47.9%,0.90
Best of 3,429,199,230,46.4%,447-520,46.2%,4410-4712,48.3%,64-56,53.3%,425,70.6%,26.2%,2.7%,4.6%,60.9%,65.6%,49.4%,59.3%,39.6%,49.4%,0.97
Finals,5,3,2,60.0%,7-5,58.3%,54-53,50.5%,1-0,100.0%,5,66.7%,32.7%,1.5%,4.0%,62.6%,66.2%,47.5%,59.2%,42.7%,50.8%,1.05
Semi-finals,10,5,5,50.0%,12-11,52.2%,114-115,49.8%,2-2,50.0%,10,75.2%,24.1%,2.7%,4.5%,62.5%,66.7%,51.4%,61.0%,39.5%,50.3%,1.01
Quarter-finals,47,10,37,21.3%,29-76,27.6%,408-573,41.6%,5-5,50.0%,47,62.1%,20.6%,2.2%,4.5%,61.8%,61.0%,46.3%,55.4%,36.5%,46.1%,0.82
vs Righties,429,189,240,44.1%,451-581,43.7%,4606-5122,47.3%,64-60,51.6%,424,69.6%,25.5%,2.8%,4.7%,61.0%,65.1%,48.9%,58.8%,39.1%,49.0%,0.95
vs Lefties,57,28,29,49.1%,69-70,49.6%,664-660,50.2%,11-12,47.8%,56,74.5%,25.8%,2.5%,4.2%,62.3%,67.6%,50.6%,61.2%,39.7%,50.4%,1.02
vs Top 10,49,5,44,10.2%,22-96,18.6%,419-670,38.5%,4-9,30.8%,48,57.7%,20.0%,1.8%,5.2%,60.9%,59.7%,44.3%,53.7%,35.7%,44.8%,0.77
