Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,11,4,7,36.4%,10-15,40.0%,110-129,46.0%,0-1,0.0%,11,63.9%,28.6%,2.3%,3.1%,64.2%,60.1%,47.8%,55.7%,40.5%,48.2%,0.91,SF (Lugano)
2009,22,13,9,59.1%,29-23,55.8%,272-245,52.6%,7-4,63.6%,0,,,,,,,,,,,,W (Genova)
2008,59,37,22,62.7%,79-56,58.5%,695-605,53.5%,9-12,42.9%,0,,,,,,,,,,,,W (Tarragona)
2007,34,22,12,64.7%,48-28,63.2%,391-342,53.3%,6-5,54.5%,0,,,,,,,,,,,,W (Tarragona)
2006,5,4,1,80.0%,7-2,77.8%,48-35,57.8%,1-0,100.0%,0,,,,,,,,,,,,F (Sunrise)
2005,8,6,2,75.0%,13-6,68.4%,98-83,54.1%,1-1,50.0%,0,,,,,,,,,,,,F (Szczecin)
2004,3,1,2,33.3%,2-4,33.3%,28-34,45.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Boca Raton)
2003,9,6,3,66.7%,13-8,61.9%,110-82,57.3%,0-2,0.0%,0,,,,,,,,,,,,QF (3x)
2002,4,3,1,75.0%,7-2,77.8%,54-39,58.1%,2-0,100.0%,0,,,,,,,,,,,,SF (Szczecin)
2001,4,3,1,75.0%,7-2,77.8%,45-25,64.3%,0-0,-,0,,,,,,,,,,,,SF (Maia)
2000,8,5,3,62.5%,11-9,55.0%,95-87,52.2%,1-0,100.0%,0,,,,,,,,,,,,F (Szczecin)
1998,59,36,23,61.0%,69-48,59.0%,558-472,54.2%,10-8,55.6%,0,,,,,,,,,,,,W (Seville)
1997,19,9,10,47.4%,19-17,52.8%,159-146,52.1%,4-6,40.0%,0,,,,,,,,,,,,F (Geneva)
1996,27,12,15,44.4%,24-26,48.0%,223-216,50.8%,1-5,16.7%,0,,,,,,,,,,,,SF (Montauban)
1995,9,5,4,55.6%,10-9,52.6%,85-79,51.8%,0-1,0.0%,0,,,,,,,,,,,,SF (Seville)
1994,2,1,1,50.0%,1-1,50.0%,10-9,52.6%,1-2,33.3%,0,,,,,,,,,,,,R16 (Seville)
Career,283,167,116,59.0%,349-256,57.7%,2981-2628,53.1%,44-47,48.4%,11,63.9%,28.6%,2.3%,3.1%,64.2%,60.1%,47.8%,55.7%,40.5%,48.2%,0.91,
