Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,50.0%,30.0%,7.9%,1.6%,73.0%,56.5%,29.4%,49.2%,37.9%,43.4%,0.75,R32 (Cleveland)
2024,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,1,53.8%,28.6%,5.6%,2.8%,53.5%,68.4%,30.3%,50.7%,40.5%,45.2%,0.82,R32 (Cleveland)
2023,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,3.8%,5.7%,41.5%,59.1%,38.7%,47.2%,30.4%,38.5%,0.57,R32 (Bogota)
2021,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,2,33.3%,6.7%,0.0%,7.1%,52.9%,46.7%,32.5%,40.0%,30.2%,35.1%,0.50,R128 (2x)
2020,2,1,1,50.0%,3-2,60.0%,24-24,50.0%,1-0,100.0%,2,70.8%,25.0%,5.3%,4.7%,54.1%,66.3%,51.3%,59.4%,40.4%,50.0%,0.99,R64 (US Open)
Career,7,1,6,14.3%,4-12,25.0%,54-88,38.0%,1-0,100.0%,7,54.3%,20.8%,4.5%,4.5%,55.0%,60.5%,40.2%,51.4%,36.9%,44.0%,0.76,
