Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,1,1,0,100.0%,2023,2023,Q1,1,0.88,4.3%,2.1%,52.1%,63.3%,46.7%,55.3%,39.2%,44.4%,16.7%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2023,2023,Q1,1,0.91,3.1%,0.0%,68.8%,47.0%,60.0%,51.0%,44.6%,50.0%,23.8%
Wimbledon,1,Grass,1,0,1,0.0%,0,0,0,-,2023,2023,Q1,1,0.72,2.2%,0.0%,60.0%,51.9%,38.9%,46.7%,38.2%,28.6%,60.0%
US Open,5,Hard,10,5,5,50.0%,3,3,0,100.0%,2019,2023,R64,10,1.01,4.4%,3.2%,60.1%,67.2%,46.4%,58.9%,41.4%,57.3%,38.2%
Midland 125,4,Hard,5,1,4,20.0%,3,1,2,33.3%,2022,2026,R16,5,0.84,4.3%,2.5%,67.8%,60.4%,40.9%,54.2%,38.7%,50.0%,39.5%
Tampico 125,2,Hard,5,3,2,60.0%,3,3,0,100.0%,2023,2025,QF,5,1.01,3.6%,2.0%,76.2%,61.3%,45.7%,57.6%,42.8%,59.3%,30.8%
Cleveland,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,R32,2,0.79,6.7%,2.2%,62.7%,61.9%,30.0%,50.0%,39.3%,31.3%,58.3%
Miami,2,Hard,2,0,2,0.0%,0,0,0,-,2021,2023,R128,2,0.70,1.7%,5.1%,49.6%,53.4%,45.8%,49.6%,35.5%,33.3%,33.3%
