Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,1,2,33.3%,3-4,42.9%,29-35,45.3%,0-0,-,3,59.4%,31.3%,3.3%,11.3%,52.4%,61.3%,48.5%,55.2%,42.6%,49.0%,0.95,R16 (W50 Orlando FL)
2025,37,21,16,56.8%,47-35,57.3%,401-397,50.3%,8-2,80.0%,36,57.3%,41.8%,2.5%,7.8%,61.0%,59.8%,42.7%,53.1%,46.8%,50.0%,1.00,F (2x)
2024,54,30,24,55.6%,68-54,55.7%,615-565,52.1%,12-8,60.0%,14,60.9%,40.8%,1.9%,5.4%,65.0%,60.4%,45.3%,55.1%,46.1%,50.6%,1.03,W (2x)
2023,36,19,17,52.8%,38-37,50.7%,353-356,49.8%,5-2,71.4%,0,,,,,,,,,,,,SF (2x)
2022,33,20,13,60.6%,43-35,55.1%,370-343,51.9%,4-1,80.0%,1,70.0%,10.0%,3.2%,11.1%,55.6%,77.1%,35.7%,58.7%,30.4%,45.4%,0.74,W (W60 Charlottesville VA)
2021,15,7,8,46.7%,15-20,42.9%,162-175,48.1%,2-3,40.0%,2,54.5%,38.1%,9.2%,8.4%,53.4%,68.6%,36.1%,53.4%,41.2%,47.6%,0.88,QF (2x)
2019,34,21,13,61.8%,47-36,56.6%,413-375,52.4%,6-5,54.5%,0,,,,,,,,,,,,W (W25 Sao Paulo)
2018,24,7,17,29.2%,21-36,36.8%,237-303,43.9%,3-2,60.0%,1,33.3%,25.0%,4.2%,4.2%,66.7%,43.8%,31.3%,39.6%,40.0%,39.8%,0.66,R16 (7x)
2017,14,7,7,50.0%,16-15,51.6%,138-139,49.8%,3-0,100.0%,0,,,,,,,,,,,,F (Tampico $100K)
2016,4,1,3,25.0%,4-6,40.0%,42-45,48.3%,0-0,-,0,,,,,,,,,,,,R16 (Midland MI $100K)
2015,31,22,9,71.0%,51-27,65.4%,396-319,55.4%,6-1,85.7%,0,,,,,,,,,,,,W (Dothan AL $50K)
2014,49,31,18,63.3%,67-49,57.8%,580-509,53.3%,10-7,58.8%,0,,,,,,,,,,,,W (Padova 25K)
2013,16,9,7,56.3%,18-18,50.0%,164-161,50.5%,1-2,33.3%,0,,,,,,,,,,,,F (Surprise AZ 25K)
2012,9,6,3,66.7%,14-9,60.9%,115-104,52.5%,0-1,0.0%,0,,,,,,,,,,,,W (Sumter SC 10K)
Career,359,202,157,56.3%,452-381,54.3%,4015-3826,51.2%,60-34,63.8%,57,58.1%,40.1%,2.6%,7.4%,61.3%,60.3%,43.2%,53.7%,46.0%,49.8%,0.99,
