Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),189,382,268,1476,286,1411,177,1516,216,1377,780,66,,
2025,176,396,229,1525,251,1458,167,1541,210,1401,784,66
2024,172,413,200,1530,200,1490,171,1513,185,1424,1307,16
2023,266,281,200,1526,194,1488,175,1504,,,,
2022,163,388,149,1592,151,1541,142,1531,131,1475,,
2021,334,187,223,1459,201,1442,216,1390,,,,
2020,313,184,,,,,,,,,834,39
2019,286,199,239,1448,,,212,1429,,,654,59
2018,382,89,225,1422,218,1400,,,,,328,188
2017,208,264,140,1596,136,1568,111,1579,155,1414,288,232
2016,68,908,62,1768,71,1699,41,1727,120,1524,291,200
2015,111,571,111,1672,111,1618,110,1580,113,1532,466,92
2014,182,286,199,1509,195,1472,215,1374,,,217,270
2013,328,146,,,,,,,,,322,190
2012,913,13,,,,,,,,,,
