Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Allie Kiick [USA],4,2,66.7%,3,1,2,33.3%,2014,2024,0,,,,,,,,,,
6,Hailey Baptiste [USA],3,3,50.0%,4,2,2,50.0%,2018,2023,0,,,,,,,,,,
6,Madison Brengle [USA],2,4,33.3%,2,0,2,0.0%,2014,2023,1,0.77,1.4%,11.4%,51.4%,47.2%,41.2%,44.3%,42.9%,44.4%,50.0%
5,Kayla Day [USA],3,2,60.0%,0,0,0,-,2019,2026,2,0.50,3.0%,14.0%,55.0%,56.4%,28.9%,44.0%,27.8%,47.4%,100.0%
5,Whitney Osuigwe [USA],2,3,40.0%,2,1,1,50.0%,2019,2026,2,0.95,3.3%,6.1%,52.8%,60.0%,37.6%,49.4%,47.9%,43.5%,40.7%
5,Gabriela Lee [ROU],4,1,80.0%,1,1,0,100.0%,2019,2024,0,,,,,,,,,,
5,Lauren Davis [USA],3,2,60.0%,2,1,1,50.0%,2016,2024,4,1.12,2.7%,3.0%,56.1%,65.6%,48.6%,58.2%,47.0%,65.8%,55.6%
4,Yue Yuan [CHN],2,2,50.0%,0,0,0,-,2022,2026,2,0.89,5.1%,7.4%,58.9%,61.2%,38.9%,52.0%,42.6%,52.2%,47.4%
4,Jana Fett [CRO],3,1,75.0%,3,2,1,66.7%,2022,2025,3,1.17,2.2%,7.6%,60.5%,61.5%,42.0%,53.8%,53.9%,42.9%,61.1%
4,Ann Li [USA],0,4,0.0%,1,0,1,0.0%,2018,2024,0,,,,,,,,,,
4,Caroline Dolehide [USA],3,1,75.0%,1,1,0,100.0%,2019,2023,2,1.16,2.5%,8.9%,60.8%,74.0%,48.4%,63.9%,41.8%,42.9%,38.9%
4,Nao Hibino [JPN],1,3,25.0%,4,1,3,25.0%,2017,2023,3,1.02,2.4%,6.7%,62.3%,66.9%,43.2%,57.9%,42.7%,59.3%,52.0%
4,Maria Mateas [USA],1,3,25.0%,1,1,0,100.0%,2018,2023,2,1.05,6.1%,7.6%,57.6%,72.4%,41.1%,59.1%,42.9%,65.0%,54.5%
4,Sophie Chang [USA],1,3,25.0%,2,1,1,50.0%,2017,2023,2,1.02,5.1%,6.6%,61.3%,66.7%,43.4%,57.7%,43.1%,22.2%,37.5%
4,Lin Zhu [CHN],1,3,25.0%,0,0,0,-,2016,2022,3,0.96,4.5%,7.6%,55.8%,71.2%,45.5%,59.8%,38.5%,21.4%,42.9%
