Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,7,1,6,14.3%,2,0,2,0.0%,2015,2026,R128,5,0.82,4.8%,5.9%,62.3%,61.8%,39.7%,53.5%,38.0%,47.8%,38.9%
Roland Garros,6,Clay,11,5,6,45.5%,0,0,0,-,2015,2025,R64,8,0.87,1.6%,5.8%,62.0%,54.9%,40.5%,49.5%,44.0%,50.5%,45.3%
Wimbledon,6,Grass,11,5,6,45.5%,3,2,1,66.7%,2015,2025,R128,7,0.90,3.6%,8.4%,55.8%,63.2%,43.2%,54.4%,41.3%,52.6%,48.8%
US Open,10,Hard,15,5,10,33.3%,3,2,1,66.7%,2013,2025,R128,13,0.88,1.9%,6.8%,57.4%,60.1%,47.5%,54.7%,39.9%,46.6%,43.3%
Miami,4,Hard,4,0,4,0.0%,0,0,0,-,2016,2026,R128,4,0.72,2.7%,5.1%,62.6%,58.4%,39.6%,51.4%,35.0%,51.3%,24.0%
Indian Wells,5,Hard,6,1,5,16.7%,0,0,0,-,2015,2026,R64,6,0.82,2.4%,5.4%,53.0%,60.9%,42.3%,52.2%,39.4%,53.4%,45.7%
Austin,4,Hard,7,3,4,42.9%,3,2,1,66.7%,2023,2026,R32,7,0.95,3.7%,8.4%,57.5%,62.5%,47.5%,56.1%,41.6%,54.0%,35.8%
Midland 125,4,Hard,6,2,4,33.3%,4,3,1,75.0%,2022,2026,R16,6,0.94,2.9%,7.4%,55.0%,66.2%,45.4%,56.8%,40.8%,50.0%,36.7%
Auckland,4,Hard,4,0,4,0.0%,2,0,2,0.0%,2015,2026,Q1,3,0.85,4.4%,6.3%,55.3%,57.0%,42.4%,50.5%,41.9%,48.3%,33.3%
Cincinnati,3,Hard,3,0,3,0.0%,0,0,0,-,2015,2025,R64,2,0.64,3.6%,8.9%,63.4%,56.3%,43.9%,51.8%,30.9%,50.0%,9.1%
