Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2017 Roland Garros R128,L vs Ostapenko,77.3%,51.5%,17.0%,7/8,2.69,0.0%,72.1%,45.2%,11.6%,2.83,0.0%,92.5%,56.8%,25.0%,2.37,0.0%
2017 Indian Wells R128,W vs Schiavone,78.8%,51.2%,3.8%,0/2,2.50,34.9%,85.2%,43.5%,0.0%,2.70,50.0%,90.0%,61.1%,10.0%,2.28,19.0%
2017 Australian Open R128,L vs Bouchard,73.9%,41.2%,15.2%,3/4,2.25,9.1%,72.0%,50.0%,12.0%,2.04,14.3%,76.2%,31.3%,19.0%,2.63,0.0%
2016 Hong Kong R16,L vs Kerber,79.2%,42.6%,2.6%,2/0,2.50,0.0%,83.6%,43.5%,0.0%,2.48,0.0%,88.2%,40.0%,11.8%,2.54,0.0%
2016 Roland Garros Q3,W vs Khromacheva,78.0%,64.1%,10.0%,2/3,2.74,15.9%,82.8%,58.3%,10.3%,2.87,21.9%,78.9%,73.3%,10.5%,2.38,0.0%
2016 Madrid QF,W vs Saville,79.1%,48.5%,0.0%,0/0,2.49,6.0%,80.0%,43.8%,0.0%,2.51,9.4%,90.9%,60.0%,0.0%,2.46,0.0%
2016 Madrid R64,W vs Niculescu,87.7%,58.0%,1.8%,0/1,2.60,42.6%,90.0%,58.3%,2.5%,2.61,45.7%,87.5%,57.1%,0.0%,2.60,38.5%
2016 Charleston R64,W vs Osaka,77.5%,65.5%,14.1%,4/6,2.66,0.0%,68.6%,66.7%,14.3%,2.74,0.0%,93.9%,64.5%,15.2%,2.55,0.0%
2015 ITF Indian Harbour Beach SF,W vs Sanchez,80.5%,56.5%,6.5%,3/2,1.93,3.6%,84.1%,56.8%,4.5%,1.88,3.1%,89.3%,56.0%,10.7%,2.00,4.3%
2015 ITF Dothan QF,W vs Pegula,81.4%,48.2%,3.9%,4/0,2.54,0.0%,80.7%,39.1%,0.0%,2.50,0.0%,92.5%,59.5%,10.0%,2.61,0.0%
2015 Indian Wells R128,L vs Vekic,62.0%,48.4%,2.0%,1/0,2.60,4.4%,63.6%,47.6%,0.0%,2.71,9.5%,76.9%,50.0%,7.7%,2.49,0.0%
2015 ITF Midland F,L vs Maria,62.5%,36.0%,5.0%,2/0,2.57,69.0%,36.8%,14.3%,5.3%,2.84,84.2%,85.7%,44.4%,4.8%,2.34,56.5%
2015 ITF Midland SF,W vs Vankova,69.0%,72.4%,7.1%,1/2,2.17,6.1%,64.0%,68.8%,8.0%,2.45,7.7%,86.7%,76.9%,6.7%,1.99,5.0%
2015 ITF Midland R32,W vs Sakkari,71.9%,58.5%,1.8%,0/1,2.03,3.6%,78.1%,56.0%,3.1%,2.09,7.7%,80.0%,62.5%,0.0%,1.97,0.0%
Career (14 matches),,76.8%,52.8%,6.5%,50.0%,2.46,12.7%,76.7%,49.8%,4.4%,2.53,15.1%,87.7%,57.2%,10.8%,2.36,9.5%
