Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,36,9,27,25.0%,26-57,31.3%,336-438,43.4%,2-5,28.6%,34,55.6%,30.2%,2.8%,6.8%,55.8%,59.0%,43.9%,52.3%,40.1%,46.5%,0.84
Clay,26,9,17,34.6%,21-38,35.6%,229-305,42.9%,2-1,66.7%,26,53.1%,32.4%,1.9%,6.2%,59.8%,58.5%,41.0%,51.5%,42.4%,47.1%,0.87
Grass,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,2,28.6%,12.5%,2.2%,9.9%,62.6%,57.9%,17.6%,42.9%,32.6%,37.7%,0.57
Grand Slams,9,1,8,11.1%,3-17,15.0%,54-114,32.1%,0-0,-,9,38.2%,21.9%,1.5%,5.8%,58.6%,54.1%,35.5%,46.4%,38.3%,42.6%,0.71
Premiers,19,7,12,36.8%,16-27,37.2%,157-215,42.2%,2-1,66.7%,19,55.6%,27.6%,1.9%,5.4%,61.0%,60.0%,40.9%,52.6%,39.4%,46.2%,0.83
Internationals,30,9,21,30.0%,24-45,34.8%,302-361,45.6%,2-5,28.6%,28,55.2%,35.6%,3.1%,7.7%,56.1%,58.8%,44.1%,52.3%,43.0%,47.8%,0.90
Semi-finals,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,28.6%,0.0%,8.3%,6.3%,58.3%,53.6%,30.0%,43.8%,23.7%,34.9%,0.42
Quarter-finals,2,1,1,50.0%,2-2,50.0%,21-20,51.2%,1-0,100.0%,2,80.0%,20.0%,1.4%,4.3%,61.4%,67.4%,55.6%,62.9%,39.2%,50.9%,1.05
vs Righties,58,17,41,29.3%,43-89,32.6%,530-697,43.2%,4-6,40.0%,56,54.5%,31.1%,2.4%,6.7%,57.7%,58.9%,42.4%,51.9%,41.2%,46.7%,0.86
vs Lefties,6,1,5,16.7%,4-10,28.6%,41-70,36.9%,0-0,-,6,48.2%,25.5%,2.1%,5.3%,56.4%,58.0%,40.2%,50.3%,38.0%,44.6%,0.76
vs Top 10,7,0,7,0.0%,1-14,6.7%,34-87,28.1%,0-0,-,7,38.3%,18.0%,2.0%,6.8%,56.1%,50.9%,38.9%,45.6%,33.3%,39.9%,0.61
