Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 Wimbledon R128,L vs Badosa,50% (2/4),50% (1/2),0/0,0/0,29% (2/7),1/3,0/1,- (0/0),- (0/0)
2019 W60 Stare Splavy R32,W vs Detiuc,60% (6/10),46% (6/13),2/7,1/6,50% (5/10),0/0,0/0,- (0/0),- (0/0)
2019 W60 Rome R32,L vs Perrin,58% (7/12),63% (5/8),1/1,0/0,33% (3/9),4/6,2/3,60% (3/5),0% (0/5)
2019 W60 Brescia R16,W vs Dodin,64% (9/14),50% (3/6),2/4,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 W100 Bonita Springs FL QF,L vs Di Lorenzo,50% (11/22),56% (5/9),1/3,0/2,0% (0/5),2/4,2/3,50% (5/10),40% (4/10)
2019 W100 Bonita Springs FL R32,W vs Kiick,50% (5/10),64% (7/11),2/3,1/2,33% (2/6),0/0,0/0,- (0/0),- (0/0)
2019 W100 Bonita Springs FL Q2,W vs Day,88% (7/8),60% (6/10),2/4,1/1,33% (2/6),0/0,0/0,- (0/0),- (0/0)
2019 W100 Charleston SC QF,L vs Osuigwe,38% (3/8),14% (1/7),0/0,0/0,44% (4/9),2/4,0/1,- (0/0),- (0/0)
2019 W100 Charleston SC R32,W vs Dolehide,58% (7/12),71% (5/7),2/3,1/1,94% (16/17),0/0,0/0,- (0/0),- (0/0)
2019 W80 Charlottesville VA R16,L vs Kalinina,43% (3/7),100% (3/3),0/0,0/0,60% (9/15),4/6,2/3,- (0/0),- (0/0)
2019 W80 Charlottesville VA R32,W vs Subhash,47% (9/19),60% (6/10),2/3,1/2,46% (6/13),5/6,2/2,80% (4/5),60% (3/5)
2019 W25 Curitiba SF,L vs Paolini,46% (6/13),24% (6/25),1/1,0/0,46% (6/13),0/2,0/1,- (0/0),- (0/0)
2019 W25 Curitiba R16,W vs Serban,47% (7/15),38% (5/13),2/4,1/3,50% (4/8),0/0,0/0,67% (4/6),60% (3/5)
2019 W25 Curitiba R32,W vs Zimmermann,59% (10/17),47% (7/15),2/3,1/2,38% (3/8),1/2,0/0,- (0/0),- (0/0)
2019 W25 Sao Paulo F,W vs Kovinic,67% (6/9),50% (6/12),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Sao Paulo QF,W vs Seguel,78% (7/9),50% (5/10),2/3,1/2,63% (5/8),1/1,0/0,80% (4/5),50% (3/6)
2019 W25 Sao Paulo R16,W vs Mrdeza,63% (5/8),88% (7/8),2/2,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Surprise AZ R32,L vs Kratzer,38% (3/8),50% (3/6),0/1,0/0,46% (6/13),2/4,2/3,- (0/0),- (0/0)
2019 W25 Plantation FL R16,L vs Baptiste,36% (4/11),67% (6/9),0/2,0/0,36% (4/11),0/2,0/1,0% (0/5),50% (2/4)
2019 W25 Plantation FL R32,W vs Harrison,63% (5/8),88% (7/8),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2022 (1 matches),,50.0%,50.0%,-,-,28.6%,33.3%,0.0%,-,-
2019 (22 matches),,54.7%,51.8%,50.0%,45.2%,51.0%,53.5%,55.6%,57.1%,45.0%
2018 (2 matches),,66.7%,38.5%,100.0%,-,21.4%,20.0%,0.0%,-,-
2017 (24 matches),,52.0%,49.2%,56.4%,40.9%,50.9%,50.0%,48.3%,68.0%,52.0%
2016 (25 matches),,50.5%,50.0%,57.1%,45.0%,54.1%,47.0%,54.3%,38.9%,45.0%
Career (119 matches),,53.7%,48.0%,54.3%,47.1%,52.6%,51.0%,47.1%,57.3%,45.4%
